"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w10046535_PLR",4,"Version D","FAMINE","HUNGER","Study1","F",1592,"4",3832,"drought",15.384615384615,0
"w10052270",4,"Version D","FAMINE","HUNGER","Study1","F",18036,"5",110205,"hunger",100,100
"10077356",4,"Version D","FANTASTIC","GREAT","Study1","F",4130,"5",3561,"GREAT",100,100
"938615",4,"Version D","FANTASTIC","GREAT","Study1","F",4593,"5",3567,"GREAT",100,100
"w10003113_hkb",4,"Version D","FANTASTIC","GREAT","Study1","F",6663,"5",124,"",0,0
"w10035783",4,"Version D","FANTASTIC","GREAT","Study1","F",5061,NA,1903,"",0,0
"w10046535_PLR",4,"Version D","FANTASTIC","GREAT","Study1","F",1670,"4",1746,"good",22.222222222222,0
"w10052270",4,"Version D","FANTASTIC","GREAT","Study1","F",15343,"5",17073,"great",100,100
"10077356",4,"Version D","FISH","TUNA","Study1","B",2953,"3",5020,"ANIMAL",20,0
"938615",4,"Version D","FISH","TUNA","Study1","B",5078,"3",5198,"TUNA",100,100
"w10003113_hkb",4,"Version D","FISH","TUNA","Study1","B",2956,"3",114,"",0,0
"w10035783",4,"Version D","FISH","TUNA","Study1","B",3423,"3",3035,"bowl",0,0
"w10046535_PLR",4,"Version D","FISH","TUNA","Study1","B",1561,"3",2106,"swim",0,0
"w10052270",4,"Version D","FISH","TUNA","Study1","B",10446,"3",3465,"tuna",100,100
"10077356",4,"Version D","FLOOR","DISCOVER","Study1","U",4285,"5",2880,"PLAN",0,0
"938615",4,"Version D","FLOOR","DISCOVER","Study1","U",9005,"5",12761,"DISCOVER",100,100
"w10003113_hkb",4,"Version D","FLOOR","DISCOVER","Study1","U",4248,"5",34,"",0,0
"w10035783",4,"Version D","FLOOR","DISCOVER","Study1","U",4022,"6",2532,"tile",33.333333333333,0
"w10046535_PLR",4,"Version D","FLOOR","DISCOVER","Study1","U",2149,"4",3100,"design",28.571428571429,0
"w10052270",4,"Version D","FLOOR","DISCOVER","Study1","U",13219,"5",7744,"discover",100,100
"10077356",4,"Version D","FLOWER","ORCHID","Study1","B",4283,"4",5900,"BOWL",20,0
"938615",4,"Version D","FLOWER","ORCHID","Study1","B",3208,"4",4227,"ROSE",20,0
"w10003113_hkb",4,"Version D","FLOWER","ORCHID","Study1","B",3436,"4",117,"",0,0
"w10035783",4,"Version D","FLOWER","ORCHID","Study1","B",3854,"4",1995,"sun",0,0
"w10046535_PLR",4,"Version D","FLOWER","ORCHID","Study1","B",1535,"4",1898,"plant",0,0
"w10052270",4,"Version D","FLOWER","ORCHID","Study1","B",20095,"4",18847,"orchid",100,100
"10077356",4,"Version D","FOOT","SHOE","Study1","S",2296,"4",5588,"LEG",28.571428571429,0
"938615",4,"Version D","FOOT","SHOE","Study1","S",5580,"4",7555,"SHOE",100,100
"w10003113_hkb",4,"Version D","FOOT","SHOE","Study1","S",5312,"4",46,"",0,0
"w10035783",4,"Version D","FOOT","SHOE","Study1","S",2942,"4",2481,"arm",0,0
"w10046535_PLR",4,"Version D","FOOT","SHOE","Study1","S",1004,"2",3605,"ankle",22.222222222222,0
"w10052270",4,"Version D","FOOT","SHOE","Study1","S",11109,"4",63279,"shoe",100,100
"10077356",4,"Version D","FUTURE","PAST","Study1","S",3317,"4",2499,"PAST",100,100
"938615",4,"Version D","FUTURE","PAST","Study1","S",2852,"4",6894,"PRESENT",54.545454545455,0
"w10003113_hkb",4,"Version D","FUTURE","PAST","Study1","S",5991,"4",33,"",0,0
"w10035783",4,"Version D","FUTURE","PAST","Study1","S",3320,"4",2473,"past",100,100
"w10046535_PLR",4,"Version D","FUTURE","PAST","Study1","S",2125,"4",1787,"past",100,100
"w10052270",4,"Version D","FUTURE","PAST","Study1","S",10273,"4",45785,"past",100,100
"10077356",4,"Version D","GROWTH","HEIGHT","Study1","F",3346,"3",6484,"",0,0
"938615",4,"Version D","GROWTH","HEIGHT","Study1","F",3697,"3",4206,"SHRINK",33.333333333333,0
"w10003113_hkb",4,"Version D","GROWTH","HEIGHT","Study1","F",3203,"3",102,"",0,0
"w10035783",4,"Version D","GROWTH","HEIGHT","Study1","F",3587,"3",5784,"still",18.181818181818,0
"w10046535_PLR",4,"Version D","GROWTH","HEIGHT","Study1","F",1863,"2",1464,"hair",40,0
"w10052270",4,"Version D","GROWTH","HEIGHT","Study1","F",18414,"3",47660,"heoight",92.307692307692,100
"10077356",4,"Version D","HAMMER","CHISEL","Study1","B",3435,"4",6754,"TOOL",20,0
"938615",4,"Version D","HAMMER","CHISEL","Study1","B",6812,"4",2385,"NAIL",40,0
"w10003113_hkb",4,"Version D","HAMMER","CHISEL","Study1","B",3126,"4",314,"",0,0
"w10035783",4,"Version D","HAMMER","CHISEL","Study1","B",3471,"4",2627,"nail",40,0
"w10046535_PLR",4,"Version D","HAMMER","CHISEL","Study1","B",1650,"4",1640,"nail",40,0
"w10052270",4,"Version D","HAMMER","CHISEL","Study1","B",17031,"4",22563,"chisel",100,100
"10077356",4,"Version D","HAND","FIX","Study1","U",3858,"2",3006,"FOOT",28.571428571429,0
"938615",4,"Version D","HAND","FIX","Study1","U",54,NA,3586,"SHAKE",0,0
"w10003113_hkb",4,"Version D","HAND","FIX","Study1","U",2253,"2",34,"",0,0
"w10035783",4,"Version D","HAND","FIX","Study1","U",9508,"2",3060,"feet",28.571428571429,0
"w10046535_PLR",4,"Version D","HAND","FIX","Study1","U",1101,"2",1995,"foot",28.571428571429,0
"w10052270",4,"Version D","HAND","FIX","Study1","U",9140,"2",12510,"fix",100,100
"10077356",4,"Version D","HUNGRY","PARK","Study1","U",2695,"2",2569,"FOOD",0,0
"938615",4,"Version D","HUNGRY","PARK","Study1","U",2399,"2",8245,"STARVATION",28.571428571429,0
"w10003113_hkb",4,"Version D","HUNGRY","PARK","Study1","U",3368,"2",34,"",0,0
"w10035783",4,"Version D","HUNGRY","PARK","Study1","U",17704,"3",7645,"straving",16.666666666667,0
"w10046535_PLR",4,"Version D","HUNGRY","PARK","Study1","U",2534,"3",1806,"food",0,0
"w10052270",4,"Version D","HUNGRY","PARK","Study1","U",14283,"2",12087,"park",100,100
"10077356",4,"Version D","JURY","TRIAL","Study1","S",2747,"3",6273,"DUTY",22.222222222222,0
"938615",4,"Version D","JURY","TRIAL","Study1","S",2251,"3",19518,"COURT",20,0
"w10003113_hkb",4,"Version D","JURY","TRIAL","Study1","S",2490,"3",36,"",0,0
"w10035783",4,"Version D","JURY","TRIAL","Study1","S",3889,"3",7238,"judge",0,0
"w10046535_PLR",4,"Version D","JURY","TRIAL","Study1","S",1387,"3",1879,"duty",22.222222222222,0
"w10052270",4,"Version D","JURY","TRIAL","Study1","S",12630,"3",20138,"trail",80,100
"10077356",4,"Version D","LATCH","KEY","Study1","F",2199,"2",4873,"HANDLE",22.222222222222,0
"938615",4,"Version D","LATCH","KEY","Study1","F",2017,"2",18974,"HOLD",0,0
"w10003113_hkb",4,"Version D","LATCH","KEY","Study1","F",21921,"2",41,"",0,0
"w10035783",4,"Version D","LATCH","KEY","Study1","F",3727,"2",4192,"attach",0,0
"w10046535_PLR",4,"Version D","LATCH","KEY","Study1","F",1470,"2",5445,"ball",0,0
"w10052270",4,"Version D","LATCH","KEY","Study1","F",10753,"2",19510,"key",100,100
"10077356",4,"Version D","LION","ART","Study1","U",2456,"3",2914,"KING",0,0
"938615",4,"Version D","LION","ART","Study1","U",2675,"3",3579,"ART",100,100
"w10003113_hkb",4,"Version D","LION","ART","Study1","U",2104,"3",37,"",0,0
"w10035783",4,"Version D","LION","ART","Study1","U",2518,"3",1663,"king",0,0
"w10046535_PLR",4,"Version D","LION","ART","Study1","U",1908,"3",2748,"vub",0,0
"w10052270",4,"Version D","LION","ART","Study1","U",10427,"3",3093,"art",100,100
"10077356",4,"Version D","LIVER","KIDNEY","Study1","S",3416,"4",7583,"PAIN",40,0
"938615",4,"Version D","LIVER","KIDNEY","Study1","S",4419,"4",7528,"STOMACH",0,0
"w10003113_hkb",4,"Version D","LIVER","KIDNEY","Study1","S",5965,"4",36,"",0,0
"w10035783",4,"Version D","LIVER","KIDNEY","Study1","S",4100,"4",3224,"kidney",100,100
"w10046535_PLR",4,"Version D","LIVER","KIDNEY","Study1","S",1310,"3",2141,"spleen",16.666666666667,0
"w10052270",4,"Version D","LIVER","KIDNEY","Study1","S",11333,"4",3087,"kidney",100,100
"10077356",4,"Version D","MONEY","WAGE","Study1","B",3723,"4",6648,"BANK",25,0
"938615",4,"Version D","MONEY","WAGE","Study1","B",2405,"4",13745,"BANKER",40,0
"w10003113_hkb",4,"Version D","MONEY","WAGE","Study1","B",1917,"4",155,"",0,0
"w10035783",4,"Version D","MONEY","WAGE","Study1","B",2977,"4",2742,"change",60,0
"w10046535_PLR",4,"Version D","MONEY","WAGE","Study1","B",3199,"3",596,"",0,0
"w10052270",4,"Version D","MONEY","WAGE","Study1","B",11157,"4",5335,"wage",100,100
"10077356",4,"Version D","NEWS","EDITOR","Study1","B",5899,"4",2685,"LETTER",50,0
"938615",4,"Version D","NEWS","EDITOR","Study1","B",2950,"4",12821,"FORECAST",28.571428571429,0
"w10003113_hkb",4,"Version D","NEWS","EDITOR","Study1","B",2753,"4",20,"",0,0
"w10035783",4,"Version D","NEWS","EDITOR","Study1","B",3578,"4",3489,"bad",22.222222222222,0
"w10046535_PLR",4,"Version D","NEWS","EDITOR","Study1","B",3989,"4",6674,"anchor",33.333333333333,0
"w10052270",4,"Version D","NEWS","EDITOR","Study1","B",16997,"4",8807,"editor",100,100
"10077356",4,"Version D","OUT","WAY","Study1","B",2405,"3",2304,"IN",0,0
"938615",4,"Version D","OUT","WAY","Study1","B",2169,"3",7134,"IN",0,0
"w10003113_hkb",4,"Version D","OUT","WAY","Study1","B",1997,"3",53,"",0,0
"w10035783",4,"Version D","OUT","WAY","Study1","B",2905,"3",1650,"in",0,0
"w10046535_PLR",4,"Version D","OUT","WAY","Study1","B",815,"2",3972,"in",0,0
"w10052270",4,"Version D","OUT","WAY","Study1","B",11788,"3",6476,"way",100,100
"10077356",4,"Version D","PILOT","PLANE","Study1","F",3659,"4",6332,"AIRPLANE",76.923076923077,0
"938615",4,"Version D","PILOT","PLANE","Study1","F",2472,"4",3824,"PLANE",100,100
"w10003113_hkb",4,"Version D","PILOT","PLANE","Study1","F",3297,"4",36,"",0,0
"w10035783",4,"Version D","PILOT","PLANE","Study1","F",23154,"4",4139,"airplane",76.923076923077,0
"w10046535_PLR",4,"Version D","PILOT","PLANE","Study1","F",1054,"3",2490,"call",22.222222222222,0
"w10052270",4,"Version D","PILOT","PLANE","Study1","F",14291,"4",3586,"plane",100,100
"10077356",4,"Version D","PLANT","ROOT","Study1","B",2260,"3",9180,"GARDEN",20,0
"938615",4,"Version D","PLANT","ROOT","Study1","B",2073,"3",9265,"GRASS",22.222222222222,0
"w10003113_hkb",4,"Version D","PLANT","ROOT","Study1","B",2377,"3",71,"",0,0
"w10035783",4,"Version D","PLANT","ROOT","Study1","B",11429,"4",5269,"ground",40,0
"w10046535_PLR",4,"Version D","PLANT","ROOT","Study1","B",1040,"2",2347,"",0,0
"w10052270",4,"Version D","PLANT","ROOT","Study1","B",14152,"3",19205,"root",100,100
"10077356",4,"Version D","POSITION","MACHINE","Study1","U",4801,"7",8107,"BOARD",16.666666666667,0
"938615",4,"Version D","POSITION","MACHINE","Study1","U",7900,"7",3309,"SPORT",0,0
"w10003113_hkb",4,"Version D","POSITION","MACHINE","Study1","U",4394,"7",450,"",0,0
"w10035783",4,"Version D","POSITION","MACHINE","Study1","U",10768,"5",2924,"",0,0
"w10046535_PLR",4,"Version D","POSITION","MACHINE","Study1","U",1768,"5",1375,"",0,0
"w10052270",4,"Version D","POSITION","MACHINE","Study1","U",25439,"7",7034,"machine\",93.333333333333,100
"10077356",4,"Version D","RACKET","BALL","Study1","F",3434,"3",4634,"BALL",100,100
"938615",4,"Version D","RACKET","BALL","Study1","F",3517,NA,3937,"BALL",100,100
"w10003113_hkb",4,"Version D","RACKET","BALL","Study1","F",4537,"3",31,"",0,0
"w10035783",4,"Version D","RACKET","BALL","Study1","F",3486,"3",35465,"money",0,0
"w10046535_PLR",4,"Version D","RACKET","BALL","Study1","F",2228,"3",1498,"ball",100,100
"w10052270",4,"Version D","RACKET","BALL","Study1","F",15520,"3",7114,"ball",100,100
"10077356",4,"Version D","RIDDLE","SUGAR","Study1","U",3755,"4",2773,"",0,0
"938615",4,"Version D","RIDDLE","SUGAR","Study1","U",8177,"3",14506,"SUGAR",100,100
"w10003113_hkb",4,"Version D","RIDDLE","SUGAR","Study1","U",3061,"5",33,"",0,0
"w10035783",4,"Version D","RIDDLE","SUGAR","Study1","U",6906,"4",4057,"sound",40,0
"w10046535_PLR",4,"Version D","RIDDLE","SUGAR","Study1","U",1189,"3",3366,"poem",0,0
"w10052270",4,"Version D","RIDDLE","SUGAR","Study1","U",13356,"4",12135,"sugar",100,100
"10077356",4,"Version D","ROCK","GEOLOGY","Study1","B",3438,"4",8367,"ROLL",36.363636363636,0
"938615",4,"Version D","ROCK","GEOLOGY","Study1","B",3261,"4",12373,"SOLID",33.333333333333,0
"w10003113_hkb",4,"Version D","ROCK","GEOLOGY","Study1","B",3508,"4",30,"",0,0
"w10035783",4,"Version D","ROCK","GEOLOGY","Study1","B",3941,"4",3294,"sand",0,0
"w10046535_PLR",4,"Version D","ROCK","GEOLOGY","Study1","B",1295,"4",2593,"dirt",0,0
"w10052270",4,"Version D","ROCK","GEOLOGY","Study1","B",12377,"4",36910,"geology",100,100
"10077356",4,"Version D","ROUND","CIRCLE","Study1","S",4529,"4",2270,"ONE",22.222222222222,0
"938615",4,"Version D","ROUND","CIRCLE","Study1","S",3812,"4",7800,"CIRCLE",100,100
"w10003113_hkb",4,"Version D","ROUND","CIRCLE","Study1","S",11470,"4",129,"",0,0
"w10035783",4,"Version D","ROUND","CIRCLE","Study1","S",5195,"4",2108,"up",0,0
"w10046535_PLR",4,"Version D","ROUND","CIRCLE","Study1","S",1546,"3",2993,"trip",20,0
"w10052270",4,"Version D","ROUND","CIRCLE","Study1","S",12909,"4",14648,"circle",100,100
"10077356",4,"Version D","SACKING","DIETARY","Study1","U",8297,"5",3508,"BALL",18.181818181818,0
"938615",4,"Version D","SACKING","DIETARY","Study1","U",2922,"5",5113,"TACKLE",30.769230769231,0
"w10003113_hkb",4,"Version D","SACKING","DIETARY","Study1","U",6064,"5",154,"",0,0
"w10035783",4,"Version D","SACKING","DIETARY","Study1","U",3789,NA,4920,"money",33.333333333333,0
"w10046535_PLR",4,"Version D","SACKING","DIETARY","Study1","U",2924,"5",2690,"pack",18.181818181818,0
"w10052270",4,"Version D","SACKING","DIETARY","Study1","U",28557,"5",8078,"dietary",100,100
"10077356",4,"Version D","SALAD","LETTUCE","Study1","S",4196,"5",3388,"FOOD",0,0
"938615",4,"Version D","SALAD","LETTUCE","Study1","S",2988,"5",3316,"LETTUCE",100,100
"w10003113_hkb",4,"Version D","SALAD","LETTUCE","Study1","S",6384,"5",353,"",0,0
"w10035783",4,"Version D","SALAD","LETTUCE","Study1","S",4108,"5",2876,"dressing",13.333333333333,0
"w10046535_PLR",4,"Version D","SALAD","LETTUCE","Study1","S",2277,"3",3961,"fruit",16.666666666667,0
"w10052270",4,"Version D","SALAD","LETTUCE","Study1","S",14075,"5",67990,"letteuce",93.333333333333,100
"10077356",4,"Version D","SEIZE","TAKE","Study1","F",2606,"5",3617,"",0,0
"938615",4,"Version D","SEIZE","TAKE","Study1","F",15108,"5",8569,"TAKE",100,100
"w10003113_hkb",4,"Version D","SEIZE","TAKE","Study1","F",3304,"4",1006,"",0,0
"w10035783",4,"Version D","SEIZE","TAKE","Study1","F",3571,NA,2920,"took",50,0
"w10046535_PLR",4,"Version D","SEIZE","TAKE","Study1","F",1231,"2",5417,"hair",25,0
"w10052270",4,"Version D","SEIZE","TAKE","Study1","F",10982,"5",8399,"take",100,100
"10077356",4,"Version D","SICK","HIDE","Study1","U",2192,NA,10216,"SNEEZE",20,0
"938615",4,"Version D","SICK","HIDE","Study1","U",6364,"3",5348,"HIDE",100,100
"w10003113_hkb",4,"Version D","SICK","HIDE","Study1","U",2024,"3",254,"",0,0
"w10035783",4,"Version D","SICK","HIDE","Study1","U",2067,"3",3286,"better",20,0
"w10046535_PLR",4,"Version D","SICK","HIDE","Study1","U",792,"2",6105,"sick",25,0
"w10052270",4,"Version D","SICK","HIDE","Study1","U",16869,"3",16470,"hide",100,100
"10077356",4,"Version D","SIGHT","DEBATE","Study1","U",4662,"4",4046,"SEE",44.444444444444,0
"938615",4,"Version D","SIGHT","DEBATE","Study1","U",3126,"4",7762,"VISION",0,0
"w10003113_hkb",4,"Version D","SIGHT","DEBATE","Study1","U",3579,"4",40,"",0,0
"w10035783",4,"Version D","SIGHT","DEBATE","Study1","U",4323,"4",2276,"near",40,0
"w10046535_PLR",4,"Version D","SIGHT","DEBATE","Study1","U",1356,"3",3428,"hear",40,0
"w10052270",4,"Version D","SIGHT","DEBATE","Study1","U",14115,"4",5201,"debate",100,100
"10077356",4,"Version D","SIP","DRINK","Study1","F",2912,"2",7916,"GULP",0,0
"938615",4,"Version D","SIP","DRINK","Study1","F",2544,"2",3383,"DRINK",100,100
"w10003113_hkb",4,"Version D","SIP","DRINK","Study1","F",4903,"2",47,"",0,0
"w10035783",4,"Version D","SIP","DRINK","Study1","F",2940,"2",3672,"see",0,0
"w10046535_PLR",4,"Version D","SIP","DRINK","Study1","F",1390,"2",1988,"drink",100,100
"w10052270",4,"Version D","SIP","DRINK","Study1","F",11718,"2",13599,"drink",100,100
"10077356",4,"Version D","SITE","LOCATION","Study1","S",3713,"6",4503,"ONLINE",28.571428571429,0
"938615",4,"Version D","SITE","LOCATION","Study1","S",8278,"6",5796,"LOCATION",100,100
"w10003113_hkb",4,"Version D","SITE","LOCATION","Study1","S",4263,"6",32,"",0,0
"w10035783",4,"Version D","SITE","LOCATION","Study1","S",4266,"6",5207,"site",16.666666666667,0
"w10046535_PLR",4,"Version D","SITE","LOCATION","Study1","S",1129,"3",5268,"archeology",22.222222222222,0
"w10052270",4,"Version D","SITE","LOCATION","Study1","S",11468,"6",17878,"location",100,100
"10077356",4,"Version D","SODA","POP","Study1","S",1988,"3",2294,"POP",100,100
"938615",4,"Version D","SODA","POP","Study1","S",3999,"3",2130,"POP",100,100
"w10003113_hkb",4,"Version D","SODA","POP","Study1","S",1779,"3",304,"",0,0
"w10035783",4,"Version D","SODA","POP","Study1","S",2588,"3",2657,"drink",0,0
"w10046535_PLR",4,"Version D","SODA","POP","Study1","S",1699,"3",3571,"drink",0,0
"w10052270",4,"Version D","SODA","POP","Study1","S",10532,"3",8904,"pop",100,100
"10077356",4,"Version D","STENCH","SMELL","Study1","F",2586,"2",7313,"SMELL",100,100
"938615",4,"Version D","STENCH","SMELL","Study1","F",3762,"2",6928,"SMEL",88.888888888889,100
"w10003113_hkb",4,"Version D","STENCH","SMELL","Study1","F",12123,"2",42,"",0,0
"w10035783",4,"Version D","STENCH","SMELL","Study1","F",5918,"2",2787,"good",0,0
"w10046535_PLR",4,"Version D","STENCH","SMELL","Study1","F",1263,"2",2176,"smell",100,100
"w10052270",4,"Version D","STENCH","SMELL","Study1","F",15360,"2",23209,"smell",100,100
"10077356",4,"Version D","STING","HORNET","Study1","B",3185,"3",3648,"BEE",22.222222222222,0
"938615",4,"Version D","STING","HORNET","Study1","B",4507,"3",2506,"BEE",22.222222222222,0
"w10003113_hkb",4,"Version D","STING","HORNET","Study1","B",3123,"3",40,"",0,0
"w10035783",4,"Version D","STING","HORNET","Study1","B",4171,"3",2436,"bee",22.222222222222,0
"w10046535_PLR",4,"Version D","STING","HORNET","Study1","B",1581,"2",2029,"bee",22.222222222222,0
"w10052270",4,"Version D","STING","HORNET","Study1","B",18033,"3",4669,"hornet",100,100
"10077356",4,"Version D","STOMACH","DIGESTION","Study1","B",5544,"6",2512,"ACHE",15.384615384615,0
"938615",4,"Version D","STOMACH","DIGESTION","Study1","B",5493,NA,4068,"HUNGRY",13.333333333333,0
"w10003113_hkb",4,"Version D","STOMACH","DIGESTION","Study1","B",6820,"6",28,"",0,0
"w10035783",4,"Version D","STOMACH","DIGESTION","Study1","B",1623,NA,4164,"hurt",15.384615384615,0
"w10046535_PLR",4,"Version D","STOMACH","DIGESTION","Study1","B",2302,"5",2332,"food",15.384615384615,0
"w10052270",4,"Version D","STOMACH","DIGESTION","Study1","B",27215,"6",7355,"digestion",100,100
"10077356",4,"Version D","TALK","DISCUSSION","Study1","B",4874,"5",7237,"COMMUNICATION",43.478260869565,0
"938615",4,"Version D","TALK","DISCUSSION","Study1","B",13040,"5",6672,"DISCUSSION",100,100
"w10003113_hkb",4,"Version D","TALK","DISCUSSION","Study1","B",6071,"5",37,"",0,0
"w10035783",4,"Version D","TALK","DISCUSSION","Study1","B",4723,"5",2694,"phone",26.666666666667,0
"w10046535_PLR",4,"Version D","TALK","DISCUSSION","Study1","B",1436,"4",35759,"speak",13.333333333333,0
"w10052270",4,"Version D","TALK","DISCUSSION","Study1","B",20229,"5",6233,"discussion",100,100
"10077356",4,"Version D","TOILET","BATHROOM","Study1","S",5055,"6",3520,"BOWL",33.333333333333,0
"938615",4,"Version D","TOILET","BATHROOM","Study1","S",4101,"6",1878,"PAPER",30.769230769231,0
"w10003113_hkb",4,"Version D","TOILET","BATHROOM","Study1","S",3748,"6",139,"",0,0
"w10035783",4,"Version D","TOILET","BATHROOM","Study1","S",4284,"5",3554,"seat",33.333333333333,0
"w10046535_PLR",4,"Version D","TOILET","BATHROOM","Study1","S",1700,"4",2334,"flush",15.384615384615,0
"w10052270",4,"Version D","TOILET","BATHROOM","Study1","S",25914,"6",9877,"bathroom",100,100
"10077356",4,"Version D","TUCK","ALLOW","Study1","U",3195,"3",2746,"ROLL",44.444444444444,0
"938615",4,"Version D","TUCK","ALLOW","Study1","U",2084,"3",7457,"DUCK",0,0
"w10003113_hkb",4,"Version D","TUCK","ALLOW","Study1","U",1991,"3",169,"",0,0
"w10035783",4,"Version D","TUCK","ALLOW","Study1","U",6918,"2",3761,"wake",22.222222222222,0
"w10046535_PLR",4,"Version D","TUCK","ALLOW","Study1","U",1190,"3",738,"",0,0
"w10052270",4,"Version D","TUCK","ALLOW","Study1","U",13956,"3",7550,"allow",100,100
"10077356",4,"Version D","VASE","KING","Study1","U",1914,"3",2736,"FLOWER",0,0
"938615",4,"Version D","VASE","KING","Study1","U",7239,"3",5806,"BREAK",22.222222222222,0
"w10003113_hkb",4,"Version D","VASE","KING","Study1","U",2244,"3",899,"",0,0
"w10035783",4,"Version D","VASE","KING","Study1","U",2942,"3",4601,"flowers",0,0
"w10046535_PLR",4,"Version D","VASE","KING","Study1","U",825,"2",2052,"plant",22.222222222222,0
"w10052270",4,"Version D","VASE","KING","Study1","U",12421,"3",22837,"king",100,100
"10077356",4,"Version D","WAR","REVOLUTION","Study1","B",3877,"6",5749,"END",30.769230769231,0
"938615",4,"Version D","WAR","REVOLUTION","Study1","B",5345,"6",2890,"BATTLE",12.5,0
"w10003113_hkb",4,"Version D","WAR","REVOLUTION","Study1","B",3921,"6",49,"",0,0
"w10035783",4,"Version D","WAR","REVOLUTION","Study1","B",9153,"6",4162,"revolution",100,100
"w10046535_PLR",4,"Version D","WAR","REVOLUTION","Study1","B",3134,"5",3734,"revolution",100,100
"w10052270",4,"Version D","WAR","REVOLUTION","Study1","B",15316,"6",7016,"revolution",100,100
"10077356",4,"Version D","WASP","BUG","Study1","F",2095,"2",2356,"BEE",33.333333333333,0
"938615",4,"Version D","WASP","BUG","Study1","F",2025,"2",3840,"HORNET",0,0
"w10003113_hkb",4,"Version D","WASP","BUG","Study1","F",1859,"2",137,"",0,0
"w10035783",4,"Version D","WASP","BUG","Study1","F",2710,"2",3073,"fly",0,0
"w10046535_PLR",4,"Version D","WASP","BUG","Study1","F",2407,"2",2033,"sting",25,0
"w10052270",4,"Version D","WASP","BUG","Study1","F",12896,"2",4622,"bug",100,100
"10077356",4,"Version D","WASTE","DUMP","Study1","S",2161,"3",3504,"DUMP",100,100
"938615",4,"Version D","WASTE","DUMP","Study1","S",3173,"3",7369,"GARBAGE",0,0
"w10003113_hkb",4,"Version D","WASTE","DUMP","Study1","S",2164,"3",35,"",0,0
"w10035783",4,"Version D","WASTE","DUMP","Study1","S",2910,"3",3238,"recycle",0,0
"w10046535_PLR",4,"Version D","WASTE","DUMP","Study1","S",1273,"2",3628,"garbage",0,0
"w10052270",4,"Version D","WASTE","DUMP","Study1","S",70147,"3",9233,"dump",100,100
"10077356",4,"Version D","WATER","BRIDGE","Study1","B",3382,"4",4565,"CUP",0,0
"938615",4,"Version D","WATER","BRIDGE","Study1","B",4445,"4",4611,"FOUNTAIN",14.285714285714,0
"w10003113_hkb",4,"Version D","WATER","BRIDGE","Study1","B",24687,"4",377,"",0,0
"w10035783",4,"Version D","WATER","BRIDGE","Study1","B",3222,"4",4072,"tea",22.222222222222,0
"w10046535_PLR",4,"Version D","WATER","BRIDGE","Study1","B",1485,"2",2179,"drink",36.363636363636,0
"w10052270",4,"Version D","WATER","BRIDGE","Study1","B",14063,"4",9308,"bridge",100,100
"10077356",4,"Version D","WIND","BLOW","Study1","S",2216,"2",2236,"BLOW",100,100
"938615",4,"Version D","WIND","BLOW","Study1","S",2422,"2",5227,"BLOW",100,100
"w10003113_hkb",4,"Version D","WIND","BLOW","Study1","S",2000,"2",41,"",0,0
"w10035783",4,"Version D","WIND","BLOW","Study1","S",3140,"2",1987,"blow",100,100
"w10046535_PLR",4,"Version D","WIND","BLOW","Study1","S",1981,"2",1798,"blow",100,100
"w10052270",4,"Version D","WIND","BLOW","Study1","S",10237,"2",9121,"blow",100,100
"10077356",4,"Version D","WOMAN","LIFT","Study1","U",3080,"3",4911,"MAN",0,0
"938615",4,"Version D","WOMAN","LIFT","Study1","U",3575,"3",4814,"LADY",25,0
"w10003113_hkb",4,"Version D","WOMAN","LIFT","Study1","U",15133,"3",532,"",0,0
"w10035783",4,"Version D","WOMAN","LIFT","Study1","U",3999,"3",5844,"first",44.444444444444,0
"w10046535_PLR",4,"Version D","WOMAN","LIFT","Study1","U",1272,"3",1383,"man",0,0
"w10052270",4,"Version D","WOMAN","LIFT","Study1","U",10286,"3",10619,"lift",100,100
"10077356",4,"Version D","WORD","SENTENCE","Study1","F",4624,"4",8652,"DEFINITION",44.444444444444,0
"938615",4,"Version D","WORD","SENTENCE","Study1","F",4762,"4",10208,"SENTENCE",100,100
"w10003113_hkb",4,"Version D","WORD","SENTENCE","Study1","F",3419,"4",30,"",0,0
"w10035783",4,"Version D","WORD","SENTENCE","Study1","F",5580,"5",4665,"phrase",28.571428571429,0
"w10046535_PLR",4,"Version D","WORD","SENTENCE","Study1","F",1896,"3",353,"",0,0
"w10052270",4,"Version D","WORD","SENTENCE","Study1","F",31339,"4",17347,"sentemce",87.5,100
"10077356",4,"Version D","WOULD","CASH","Study1","U",2656,"3",3315,"COULD",22.222222222222,0
"938615",4,"Version D","WOULD","CASH","Study1","U",1717,"3",4476,"COULD",22.222222222222,0
"w10003113_hkb",4,"Version D","WOULD","CASH","Study1","U",2193,"3",407,"",0,0
"w10035783",4,"Version D","WOULD","CASH","Study1","U",3060,"3",3902,"could",22.222222222222,0
"w10046535_PLR",4,"Version D","WOULD","CASH","Study1","U",1263,"2",2073,"",0,0
"w10052270",4,"Version D","WOULD","CASH","Study1","U",16867,"3",3681,"cash",100,100
"5c5db292be38480001141cf8",5,"Version A","ALLOW","TUCK","Study1","U",4518,"3",5502,"BLOCK",44.444444444444,0
