"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"W909678andDP",5,"JOL Version A","TAKE","SEIZE","Study1","B",8232,40,3974,"obtain",18.181818181818,0
"w987277_mcl",5,"JOL Version A","TAKE","SEIZE","Study1","B",2210,21,3357,"steal",40,0
"w10002601_rol",5,"JOL Version A","TRIAL","JURY","Study1","S",4385,99,4633,"jury",100,100
"w10034240_jdf",5,"JOL Version A","TRIAL","JURY","Study1","S",3523,40,2714,"HEAD",0,0
"w10039094_sr",5,"JOL Version A","TRIAL","JURY","Study1","S",4872,90,11215,"investigation",0,0
"w10061360",5,"JOL Version A","TRIAL","JURY","Study1","S",8138,80,37874,"jury",100,100
"w10062431_yh",5,"JOL Version A","TRIAL","JURY","Study1","S",3544,90,2461,"jury",100,100
"W909678andDP",5,"JOL Version A","TRIAL","JURY","Study1","S",3581,100,3049,"jury",100,100
"w987277_mcl",5,"JOL Version A","TRIAL","JURY","Study1","S",2538,80,1695,"jury",100,100
"w10002601_rol",5,"JOL Version A","TUNA","FISH","Study1","F",4125,55,3321,"fish",100,100
"w10034240_jdf",5,"JOL Version A","TUNA","FISH","Study1","F",3752,80,2318,"FISH",100,100
"w10039094_sr",5,"JOL Version A","TUNA","FISH","Study1","F",5270,90,4978,"fish",100,100
"w10061360",5,"JOL Version A","TUNA","FISH","Study1","F",4867,89,14106,"fish",100,100
"w10062431_yh",5,"JOL Version A","TUNA","FISH","Study1","F",2511,100,2604,"fish",100,100
"W909678andDP",5,"JOL Version A","TUNA","FISH","Study1","F",3483,100,1492,"fish",100,100
"w987277_mcl",5,"JOL Version A","TUNA","FISH","Study1","F",2111,46,2113,"fish",100,100
"w10002601_rol",5,"JOL Version A","VALLEY","ADD","Study1","U",5804,0,4629,"park",28.571428571429,0
"w10034240_jdf",5,"JOL Version A","VALLEY","ADD","Study1","U",3589,0,2531,"DEEP",28.571428571429,0
"w10039094_sr",5,"JOL Version A","VALLEY","ADD","Study1","U",2448,2,5343,"montain",20,0
"w10061360",5,"JOL Version A","VALLEY","ADD","Study1","U",8801,15,7579,"",0,0
"w10062431_yh",5,"JOL Version A","VALLEY","ADD","Study1","U",3931,10,2368,"tree",0,0
"W909678andDP",5,"JOL Version A","VALLEY","ADD","Study1","U",5139,0,3216,"allow",25,0
"w987277_mcl",5,"JOL Version A","VALLEY","ADD","Study1","U",2263,11,2338,"land",57.142857142857,0
"w10002601_rol",5,"JOL Version A","WAGE","MONEY","Study1","F",7418,56,5024,"money",100,100
"w10034240_jdf",5,"JOL Version A","WAGE","MONEY","Study1","F",1944,90,1883,"MONEY",100,100
"w10039094_sr",5,"JOL Version A","WAGE","MONEY","Study1","F",3029,50,3006,"",0,0
"w10061360",5,"JOL Version A","WAGE","MONEY","Study1","F",4682,80,34894,"",0,0
"w10062431_yh",5,"JOL Version A","WAGE","MONEY","Study1","F",3514,60,3564,"salary",18.181818181818,0
"W909678andDP",5,"JOL Version A","WAGE","MONEY","Study1","F",12543,100,4591,"money",100,100
"w987277_mcl",5,"JOL Version A","WAGE","MONEY","Study1","F",3696,99,1783,"money",100,100
"w10002601_rol",5,"JOL Version A","WAY","OUT","Study1","F",5676,3,1804,"",0,0
"w10034240_jdf",5,"JOL Version A","WAY","OUT","Study1","F",4994,40,2073,"OUT",100,100
"w10039094_sr",5,"JOL Version A","WAY","OUT","Study1","F",6807,30,4869,"",0,0
"w10061360",5,"JOL Version A","WAY","OUT","Study1","F",5819,80,6997,"out",100,100
"w10062431_yh",5,"JOL Version A","WAY","OUT","Study1","F",2572,10,5801,"out",100,100
"W909678andDP",5,"JOL Version A","WAY","OUT","Study1","F",5699,1,9639,"",0,0
"w987277_mcl",5,"JOL Version A","WAY","OUT","Study1","F",3605,20,4545,"",0,0
"w10002601_rol",5,"JOL Version A","WINE","CHEESE","Study1","S",6271,94,4875,"cheese",100,100
"w10034240_jdf",5,"JOL Version A","WINE","CHEESE","Study1","S",2193,90,2242,"CHEESE",100,100
"w10039094_sr",5,"JOL Version A","WINE","CHEESE","Study1","S",2865,90,3025,"cheese",100,100
"w10061360",5,"JOL Version A","WINE","CHEESE","Study1","S",3810,80,27364,"cheese",100,100
"w10062431_yh",5,"JOL Version A","WINE","CHEESE","Study1","S",3129,40,2120,"red",22.222222222222,0
"W909678andDP",5,"JOL Version A","WINE","CHEESE","Study1","S",4541,18,3587,"cheese",100,100
"w987277_mcl",5,"JOL Version A","WINE","CHEESE","Study1","S",2280,99,2720,"cheese",100,100
"w10002601_rol",5,"JOL Version A","WORK","CHORE","Study1","B",4815,34,4135,"",0,0
"w10034240_jdf",5,"JOL Version A","WORK","CHORE","Study1","B",4201,40,4977,"BUSINESS",15.384615384615,0
"w10039094_sr",5,"JOL Version A","WORK","CHORE","Study1","B",4590,50,4447,"chore",100,100
"w10061360",5,"JOL Version A","WORK","CHORE","Study1","B",3952,67,12604,"money",40,0
"w10062431_yh",5,"JOL Version A","WORK","CHORE","Study1","B",4561,75,3556,"chore",100,100
"W909678andDP",5,"JOL Version A","WORK","CHORE","Study1","B",3943,15,3549,"job",25,0
"w987277_mcl",5,"JOL Version A","WORK","CHORE","Study1","B",2633,77,10027,"job",25,0
"10039454_sa",6,"JOL Version B","ALLOW","TUCK","Study1","U",1618,0,1410,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","ALLOW","TUCK","Study1","U",47739,0,1065,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","ALLOW","TUCK","Study1","U",3776,1,5888,"Now",0,0
"993510AR",6,"JOL Version B","ALLOW","TUCK","Study1","U",1024,53,4815,"obey",0,0
"w10026703_cem",6,"JOL Version B","ALLOW","TUCK","Study1","U",3469,0,1897,"TAKE",50,0
"w10039944_eec",6,"JOL Version B","ALLOW","TUCK","Study1","U",2396,20,2141,"",0,0
"w10061880KS",6,"JOL Version B","ALLOW","TUCK","Study1","U",1055,100,8290,"",0,0
"w10073514_ktb",6,"JOL Version B","ALLOW","TUCK","Study1","U",10724,23,9155,"go on",0,0
"w10076120GH",6,"JOL Version B","ALLOW","TUCK","Study1","U",2182,8,5153,"",0,0
"w907011_adsg",6,"JOL Version B","ALLOW","TUCK","Study1","U",5405,87,4322,"Enter",22.222222222222,0
"w981932RS",6,"JOL Version B","ALLOW","TUCK","Study1","U",2672,43,5214,"acess",22.222222222222,0
"w982170",6,"JOL Version B","ALLOW","TUCK","Study1","U",1438,20,1013,"",0,0
"w993002_MR",6,"JOL Version B","ALLOW","TUCK","Study1","U",1028,1,1025,"",0,0
"10039454_sa",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",2130,0,1091,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3976,25,5064,"Bricks",16.666666666667,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3670,70,4939,"Building ",28.571428571429,0
"993510AR",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",2100,90,1906,"",0,0
"w10026703_cem",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",1067,100,1562,"",0,0
"w10039944_eec",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",1855,30,2561,"design",100,100
"w10061880KS",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",939,100,1166,"",0,0
"w10073514_ktb",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3452,54,2972,"design",100,100
"w10076120GH",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",5712,80,1367,"",0,0
"w907011_adsg",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",8469,98,72046,"Building",28.571428571429,0
"w981932RS",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",4054,56,6658,"art",0,0
"w982170",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",2093,50,1654,"design",100,100
"w993002_MR",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",925,1,713,"",0,0
"10039454_sa",6,"JOL Version B","ART","LION","Study1","U",1266,0,1055,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","ART","LION","Study1","U",3664,10,4015,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","ART","LION","Study1","U",4974,0,4664,"Picture ",18.181818181818,0
"993510AR",6,"JOL Version B","ART","LION","Study1","U",1313,32,2287,"",0,0
"w10026703_cem",6,"JOL Version B","ART","LION","Study1","U",1599,NA,2823,"LION",100,100
"w10039944_eec",6,"JOL Version B","ART","LION","Study1","U",2133,20,3947,"",0,0
"w10061880KS",6,"JOL Version B","ART","LION","Study1","U",1964,0,2790,"lion",100,100
"w10073514_ktb",6,"JOL Version B","ART","LION","Study1","U",1372,93,2606,"lion",100,100
"w10076120GH",6,"JOL Version B","ART","LION","Study1","U",1047,99,41341,"husky ",0,0
"w907011_adsg",6,"JOL Version B","ART","LION","Study1","U",4332,67,23174,"Fridha",20,0
"w981932RS",6,"JOL Version B","ART","LION","Study1","U",2556,80,9159,"artichecture",12.5,0
"w982170",6,"JOL Version B","ART","LION","Study1","U",1489,10,952,"",0,0
"w993002_MR",6,"JOL Version B","ART","LION","Study1","U",1629,1,3455,"",0,0
"10039454_sa",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3488,0,1133,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","ARTERY","BRONZE","Study1","U",2387,0,1338,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3488,0,4306,"Hesrt",18.181818181818,0
"993510AR",6,"JOL Version B","ARTERY","BRONZE","Study1","U",893,89,851,"",0,0
"w10026703_cem",6,"JOL Version B","ARTERY","BRONZE","Study1","U",1216,0,2055,"VEIN",20,0
"w10039944_eec",6,"JOL Version B","ARTERY","BRONZE","Study1","U",2704,0,2524,"vein",20,0
"w10061880KS",6,"JOL Version B","ARTERY","BRONZE","Study1","U",885,0,1686,"",0,0
"w10073514_ktb",6,"JOL Version B","ARTERY","BRONZE","Study1","U",4092,94,3102,"clogged",30.769230769231,0
"w10076120GH",6,"JOL Version B","ARTERY","BRONZE","Study1","U",2531,0,8284,"bronze",100,100
"w907011_adsg",6,"JOL Version B","ARTERY","BRONZE","Study1","U",5862,67,5141,"Heart",18.181818181818,0
"w981932RS",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3021,30,2910,"idk",0,0
"w982170",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3362,0,2044,"",0,0
"w993002_MR",6,"JOL Version B","ARTERY","BRONZE","Study1","U",2577,10,3165,"meat",20,0
"10039454_sa",6,"JOL Version B","BABY","CHILD","Study1","S",1491,100,6143,"infant",18.181818181818,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BABY","CHILD","Study1","S",2992,20,16034,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BABY","CHILD","Study1","S",3412,70,3959,"Boy",0,0
"993510AR",6,"JOL Version B","BABY","CHILD","Study1","S",914,78,1052,"",0,0
"w10026703_cem",6,"JOL Version B","BABY","CHILD","Study1","S",1290,100,2143,"CRY",25,0
"w10039944_eec",6,"JOL Version B","BABY","CHILD","Study1","S",1516,30,3076,"",0,0
"w10061880KS",6,"JOL Version B","BABY","CHILD","Study1","S",1235,100,6659,"child",100,100
"w10073514_ktb",6,"JOL Version B","BABY","CHILD","Study1","S",4494,87,3286,"child",100,100
"w10076120GH",6,"JOL Version B","BABY","CHILD","Study1","S",2067,70,4971,"kid",50,0
"w907011_adsg",6,"JOL Version B","BABY","CHILD","Study1","S",3993,98,2809,"Child",100,100
"w981932RS",6,"JOL Version B","BABY","CHILD","Study1","S",5313,67,2384,"child",100,100
"w982170",6,"JOL Version B","BABY","CHILD","Study1","S",1320,90,1283,"",0,0
"w993002_MR",6,"JOL Version B","BABY","CHILD","Study1","S",1289,90,2190,"child",100,100
"10039454_sa",6,"JOL Version B","BALL","RACKET","Study1","B",7527,0,4946,"baseball",28.571428571429,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BALL","RACKET","Study1","B",5593,40,5405,"Raquet",66.666666666667,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BALL","RACKET","Study1","B",3284,70,5895,"Game ",40,0
"993510AR",6,"JOL Version B","BALL","RACKET","Study1","B",2831,70,2674,"",0,0
"w10026703_cem",6,"JOL Version B","BALL","RACKET","Study1","B",1286,100,1819,"TOY",22.222222222222,0
"w10039944_eec",6,"JOL Version B","BALL","RACKET","Study1","B",3234,20,6117,"bat",44.444444444444,0
"w10061880KS",6,"JOL Version B","BALL","RACKET","Study1","B",1308,100,5563,"lonzo",0,0
"w10073514_ktb",6,"JOL Version B","BALL","RACKET","Study1","B",2867,47,4210,"catcher",30.769230769231,0
"w10076120GH",6,"JOL Version B","BALL","RACKET","Study1","B",4076,90,13583,"sport",36.363636363636,0
"w907011_adsg",6,"JOL Version B","BALL","RACKET","Study1","B",4441,87,7794,"League",16.666666666667,0
"w981932RS",6,"JOL Version B","BALL","RACKET","Study1","B",6183,29,5091,"park",40,0
"w982170",6,"JOL Version B","BALL","RACKET","Study1","B",1169,90,837,"",0,0
"w993002_MR",6,"JOL Version B","BALL","RACKET","Study1","B",2071,10,1209,"",0,0
"10039454_sa",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1223,NA,4556,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BATHROOM","TOILET","Study1","S",5042,30,282,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2807,60,6497,"Scales",33.333333333333,0
"993510AR",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1240,90,1854,"",0,0
"w10026703_cem",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1259,100,3599,"TOILET",100,100
"w10039944_eec",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1830,40,3352,"toilet",100,100
"w10061880KS",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1406,100,3671,"toilet",100,100
"w10073514_ktb",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2460,58,3256,"bath",20,0
"w10076120GH",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2332,80,8009,"toilet",100,100
"w907011_adsg",6,"JOL Version B","BATHROOM","TOILET","Study1","S",4053,98,6808,"Toilet",100,100
"w981932RS",6,"JOL Version B","BATHROOM","TOILET","Study1","S",3049,79,4421,"toliet",83.333333333333,100
"w982170",6,"JOL Version B","BATHROOM","TOILET","Study1","S",1259,90,1737,"toilet",100,100
"w993002_MR",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2000,50,2020,"toilet",100,100
"10039454_sa",6,"JOL Version B","BEGIN","END","Study1","S",3388,90,1752,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BEGIN","END","Study1","S",2692,80,2870,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BEGIN","END","Study1","S",3330,50,3106,"End ",100,100
"993510AR",6,"JOL Version B","BEGIN","END","Study1","S",806,89,4190,"end",100,100
"w10026703_cem",6,"JOL Version B","BEGIN","END","Study1","S",1600,100,1454,"END",100,100
"w10039944_eec",6,"JOL Version B","BEGIN","END","Study1","S",2995,60,2576,"end",100,100
"w10061880KS",6,"JOL Version B","BEGIN","END","Study1","S",2070,100,3670,"end",100,100
"w10073514_ktb",6,"JOL Version B","BEGIN","END","Study1","S",1182,93,1615,"end",100,100
"w10076120GH",6,"JOL Version B","BEGIN","END","Study1","S",2622,100,2873,"end",100,100
"w907011_adsg",6,"JOL Version B","BEGIN","END","Study1","S",3324,45,3192,"Start",0,0
"w981932RS",6,"JOL Version B","BEGIN","END","Study1","S",3322,46,3187,"start",0,0
"w982170",6,"JOL Version B","BEGIN","END","Study1","S",1231,80,1314,"",0,0
"w993002_MR",6,"JOL Version B","BEGIN","END","Study1","S",791,1,1300,"end",100,100
"10039454_sa",6,"JOL Version B","BITTER","COLD","Study1","F",3601,90,3307,"sweet",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BITTER","COLD","Study1","F",3349,5,2143,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BITTER","COLD","Study1","F",3154,70,4755,"Lemon ",22.222222222222,0
"993510AR",6,"JOL Version B","BITTER","COLD","Study1","F",1928,90,2278,"cold",100,100
"w10026703_cem",6,"JOL Version B","BITTER","COLD","Study1","F",1378,100,1172,"",0,0
"w10039944_eec",6,"JOL Version B","BITTER","COLD","Study1","F",1750,50,5036,"sour",25,0
"w10061880KS",6,"JOL Version B","BITTER","COLD","Study1","F",1624,100,2794,"sour",25,0
"w10073514_ktb",6,"JOL Version B","BITTER","COLD","Study1","F",2241,59,7206,"butter",0,0
"w10076120GH",6,"JOL Version B","BITTER","COLD","Study1","F",1926,40,7059,"sweet",0,0
"w907011_adsg",6,"JOL Version B","BITTER","COLD","Study1","F",11492,65,4321,"Nasty",0,0
"w981932RS",6,"JOL Version B","BITTER","COLD","Study1","F",2450,42,6338,"sweet",0,0
"w982170",6,"JOL Version B","BITTER","COLD","Study1","F",1053,40,1498,"cold",100,100
"w993002_MR",6,"JOL Version B","BITTER","COLD","Study1","F",1638,50,2325,"",0,0
"10039454_sa",6,"JOL Version B","BLOW","WIND","Study1","S",2987,80,3060,"wind",100,100
"5d98e68c1b199b0412685b57",6,"JOL Version B","BLOW","WIND","Study1","S",2529,20,792,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BLOW","WIND","Study1","S",4048,60,3580,"Dry",28.571428571429,0
"993510AR",6,"JOL Version B","BLOW","WIND","Study1","S",772,54,1899,"",0,0
"w10026703_cem",6,"JOL Version B","BLOW","WIND","Study1","S",2730,100,2638,"",0,0
"w10039944_eec",6,"JOL Version B","BLOW","WIND","Study1","S",3080,30,4506,"",0,0
"w10061880KS",6,"JOL Version B","BLOW","WIND","Study1","S",1091,100,2122,"",0,0
"w10073514_ktb",6,"JOL Version B","BLOW","WIND","Study1","S",1314,73,5588,"hole",0,0
"w10076120GH",6,"JOL Version B","BLOW","WIND","Study1","S",2950,100,7604,"wind",100,100
"w907011_adsg",6,"JOL Version B","BLOW","WIND","Study1","S",8244,98,3714,"Wind",100,100
"w981932RS",6,"JOL Version B","BLOW","WIND","Study1","S",1704,87,1922,"up",0,0
"w982170",6,"JOL Version B","BLOW","WIND","Study1","S",1502,70,7793,"",0,0
"w993002_MR",6,"JOL Version B","BLOW","WIND","Study1","S",2629,90,1658,"",0,0
"10039454_sa",6,"JOL Version B","BRIDGE","WATER","Study1","F",2952,90,1677,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","BRIDGE","WATER","Study1","F",11546,30,2725,"Water",100,100
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BRIDGE","WATER","Study1","F",4125,30,3650,"Toll",22.222222222222,0
"993510AR",6,"JOL Version B","BRIDGE","WATER","Study1","F",784,78,1917,"water",100,100
"w10026703_cem",6,"JOL Version B","BRIDGE","WATER","Study1","F",1671,100,1638,"WATER",100,100
"w10039944_eec",6,"JOL Version B","BRIDGE","WATER","Study1","F",1805,10,2186,"water",100,100
"w10061880KS",6,"JOL Version B","BRIDGE","WATER","Study1","F",1151,100,8299,"burned",18.181818181818,0
"w10073514_ktb",6,"JOL Version B","BRIDGE","WATER","Study1","F",3845,67,8793,"london",0,0
"w10076120GH",6,"JOL Version B","BRIDGE","WATER","Study1","F",6042,100,4315,"water",100,100
"w907011_adsg",6,"JOL Version B","BRIDGE","WATER","Study1","F",5127,76,131196,"Crossing",15.384615384615,0
"w981932RS",6,"JOL Version B","BRIDGE","WATER","Study1","F",2311,97,2910,"water",100,100
"w982170",6,"JOL Version B","BRIDGE","WATER","Study1","F",1537,80,1430,"water",100,100
"w993002_MR",6,"JOL Version B","BRIDGE","WATER","Study1","F",1416,60,1787,"water",100,100
"10039454_sa",6,"JOL Version B","BUG","WASP","Study1","B",3041,80,5991,"wasp",100,100
"5d98e68c1b199b0412685b57",6,"JOL Version B","BUG","WASP","Study1","B",4741,15,2229,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","BUG","WASP","Study1","B",3509,70,3403,"Fly",0,0
"993510AR",6,"JOL Version B","BUG","WASP","Study1","B",2581,56,3613,"fly",0,0
"w10026703_cem",6,"JOL Version B","BUG","WASP","Study1","B",981,0,1585,"BITE",0,0
"w10039944_eec",6,"JOL Version B","BUG","WASP","Study1","B",2148,0,2274,"bite",0,0
"w10061880KS",6,"JOL Version B","BUG","WASP","Study1","B",1227,100,2686,"wasp",100,100
"w10073514_ktb",6,"JOL Version B","BUG","WASP","Study1","B",2804,74,3589,"wasp ",100,100
"w10076120GH",6,"JOL Version B","BUG","WASP","Study1","B",2197,90,9231,"wasp",100,100
"w907011_adsg",6,"JOL Version B","BUG","WASP","Study1","B",3800,99,2898,"Wasp",100,100
"w981932RS",6,"JOL Version B","BUG","WASP","Study1","B",14871,60,4679,"wasp",100,100
"w982170",6,"JOL Version B","BUG","WASP","Study1","B",1004,70,2130,"wasp",100,100
"w993002_MR",6,"JOL Version B","BUG","WASP","Study1","B",2009,90,1354,"wasp",100,100
"10039454_sa",6,"JOL Version B","CASH","WOULD","Study1","U",2473,0,5335,"chore",20,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","CASH","WOULD","Study1","U",3313,0,1991,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","CASH","WOULD","Study1","U",4603,5,5492,"Money",20,0
"993510AR",6,"JOL Version B","CASH","WOULD","Study1","U",2040,97,2036,"",0,0
"w10026703_cem",6,"JOL Version B","CASH","WOULD","Study1","U",979,NA,1665,"MONEY",20,0
"w10039944_eec",6,"JOL Version B","CASH","WOULD","Study1","U",2186,0,2473,"money",20,0
"w10061880KS",6,"JOL Version B","CASH","WOULD","Study1","U",1994,10,2487,"money",20,0
"w10073514_ktb",6,"JOL Version B","CASH","WOULD","Study1","U",3344,84,6934,"spend",20,0
"w10076120GH",6,"JOL Version B","CASH","WOULD","Study1","U",936,80,3909,"money",20,0
"w907011_adsg",6,"JOL Version B","CASH","WOULD","Study1","U",4642,76,4648,"Money",20,0
"w981932RS",6,"JOL Version B","CASH","WOULD","Study1","U",2196,54,2180,"prize",0,0
"w982170",6,"JOL Version B","CASH","WOULD","Study1","U",1634,30,1055,"",0,0
"w993002_MR",6,"JOL Version B","CASH","WOULD","Study1","U",1216,1,2212,"card",22.222222222222,0
"10039454_sa",6,"JOL Version B","CHISEL","HAMMER","Study1","F",1737,100,2606,"hammer",100,100
"5d98e68c1b199b0412685b57",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2187,0,3790,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","CHISEL","HAMMER","Study1","F",3036,50,4499,"Tools",0,0
"993510AR",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2813,50,3556,"rock",20,0
"w10026703_cem",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2452,100,2107,"HAMMER",100,100
"w10039944_eec",6,"JOL Version B","CHISEL","HAMMER","Study1","F",1824,30,2080,"hammer",100,100
"w10061880KS",6,"JOL Version B","CHISEL","HAMMER","Study1","F",1520,100,1016,"",0,0
"w10073514_ktb",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2941,64,2472,"hammer",100,100
"w10076120GH",6,"JOL Version B","CHISEL","HAMMER","Study1","F",10017,100,10245,"hammer",100,100
"w907011_adsg",6,"JOL Version B","CHISEL","HAMMER","Study1","F",4577,96,3596,"Sharp",54.545454545455,0
"w981932RS",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2596,50,9506,"rip",22.222222222222,0
"w982170",6,"JOL Version B","CHISEL","HAMMER","Study1","F",1543,40,2535,"saw",22.222222222222,0
"w993002_MR",6,"JOL Version B","CHISEL","HAMMER","Study1","F",1131,1,666,"",0,0
"10039454_sa",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3249,100,5861,"round",100,100
"5d98e68c1b199b0412685b57",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3316,50,3451,"Round",100,100
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","CIRCLE","ROUND","Study1","S",5472,80,3906,"Round",100,100
"993510AR",6,"JOL Version B","CIRCLE","ROUND","Study1","S",2237,60,593,"",0,0
"w10026703_cem",6,"JOL Version B","CIRCLE","ROUND","Study1","S",1448,100,1697,"ROUND",100,100
"w10039944_eec",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3053,20,2051,"round",100,100
"w10061880KS",6,"JOL Version B","CIRCLE","ROUND","Study1","S",973,100,8654,"shape",0,0
"w10073514_ktb",6,"JOL Version B","CIRCLE","ROUND","Study1","S",2043,73,2008,"round",100,100
"w10076120GH",6,"JOL Version B","CIRCLE","ROUND","Study1","S",2929,85,4667,"round",100,100
"w907011_adsg",6,"JOL Version B","CIRCLE","ROUND","Study1","S",4822,87,6801,"Round",100,100
"w981932RS",6,"JOL Version B","CIRCLE","ROUND","Study1","S",2799,49,2684,"rond",88.888888888889,100
"w982170",6,"JOL Version B","CIRCLE","ROUND","Study1","S",1678,100,2602,"",0,0
"w993002_MR",6,"JOL Version B","CIRCLE","ROUND","Study1","S",866,90,2612,"square",18.181818181818,0
"10039454_sa",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",2899,80,2245,"",0,0
"5d98e68c1b199b0412685b57",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",8043,0,1321,"",0,0
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",3164,10,3410,"Horse",36.363636363636,0
"993510AR",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",1772,90,5257,"attire",100,100
"w10026703_cem",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",1147,100,2397,"",0,0
"w10039944_eec",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",1835,0,3087,"cloth",18.181818181818,0
"w10061880KS",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",1568,100,2023,"",0,0
"w10073514_ktb",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",1364,68,2468,"buy",0,0
"w10076120GH",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",3176,89,15569,"attire",100,100
"w907011_adsg",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",3275,99,5135,"Packing",30.769230769231,0
"w981932RS",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",2752,65,4464,"attire",100,100
"w982170",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",2771,60,5180,"",0,0
"w993002_MR",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",4073,NA,4093,"",0,0
"10039454_sa",6,"JOL Version B","CREDIT","CARD","Study1","F",1817,90,2352,"card",100,100
"5d98e68c1b199b0412685b57",6,"JOL Version B","CREDIT","CARD","Study1","F",5685,75,3458,"Card",100,100
"5e5ec34e5e8b331fdb5d0bf9",6,"JOL Version B","CREDIT","CARD","Study1","F",4035,90,2977,"Card",100,100
"993510AR",6,"JOL Version B","CREDIT","CARD","Study1","F",1119,67,1881,"card",100,100
"w10026703_cem",6,"JOL Version B","CREDIT","CARD","Study1","F",1217,100,2091,"CARD",100,100
"w10039944_eec",6,"JOL Version B","CREDIT","CARD","Study1","F",1831,70,1745,"card",100,100
"w10061880KS",6,"JOL Version B","CREDIT","CARD","Study1","F",1542,100,13331,"card",100,100
