"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","VC.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w961986_ARR",3,"Version C","NAP","SLEEP","Study2","F",3684,3,3426,"sleep",100,100
"w992888",3,"Version C","NAP","SLEEP","Study2","F",2545,3,1862,"sleep",100,100
"w958053_mae",3,"Version C","NOISE","LOUD","Study2","S",5217,4,9005,"loud",100,100
"w961986_ARR",3,"Version C","NOISE","LOUD","Study2","S",2925,4,2753,"loud",100,100
"w992888",3,"Version C","NOISE","LOUD","Study2","S",3217,5,3243,"sound",66.666666666667,0
"w958053_mae",3,"Version C","OBTAIN","MEAT","Study2","U",8685,5,3012,"",0,0
"w961986_ARR",3,"Version C","OBTAIN","MEAT","Study2","U",3006,5,11538,"gain",25,0
"w992888",3,"Version C","OBTAIN","MEAT","Study2","U",3121,5,2425,"get",57.142857142857,0
"w958053_mae",3,"Version C","OUNCE","BOTH","Study2","U",5758,4,39240,"weight",20,0
"w961986_ARR",3,"Version C","OUNCE","BOTH","Study2","U",2775,4,4037,"weight",20,0
"w992888",3,"Version C","OUNCE","BOTH","Study2","U",2524,4,2484,"gram",0,0
"w958053_mae",3,"Version C","PANTHER","CAT","Study2","F",5953,3,12075,"cat",100,100
"w961986_ARR",3,"Version C","PANTHER","CAT","Study2","F",3945,3,2507,"cat",100,100
"w992888",3,"Version C","PANTHER","CAT","Study2","F",2345,3,1750,"cat",100,100
"w958053_mae",3,"Version C","PAPER","DOCUMENT","Study2","B",20927,5,7504,"bag",0,0
"w961986_ARR",3,"Version C","PAPER","DOCUMENT","Study2","B",12848,5,4592,"document",100,100
"w992888",3,"Version C","PAPER","DOCUMENT","Study2","B",2713,5,2903,"trai",16.666666666667,0
"w958053_mae",3,"Version C","PENGUIN","BIRD","Study2","F",7244,4,8850,"bird",100,100
"w961986_ARR",3,"Version C","PENGUIN","BIRD","Study2","F",3996,4,3905,"bird",100,100
"w992888",3,"Version C","PENGUIN","BIRD","Study2","F",2261,4,3120,"bird",100,100
"w958053_mae",3,"Version C","PLANT","CACTUS","Study2","B",7327,3,21779,"flower",0,0
"w961986_ARR",3,"Version C","PLANT","CACTUS","Study2","B",3742,3,3230,"cactus",100,100
"w992888",3,"Version C","PLANT","CACTUS","Study2","B",1931,2,2143,"bloom",0,0
"w958053_mae",3,"Version C","RED","CHERRY","Study2","B",7204,2,7788,"color",36.363636363636,0
"w961986_ARR",3,"Version C","RED","CHERRY","Study2","B",2628,2,10040,"maroon",16.666666666667,0
"w992888",3,"Version C","RED","CHERRY","Study2","B",3265,2,2577,"blood",0,0
"w958053_mae",3,"Version C","REEL","ROD","Study2","S",4597,2,5376,"rod",100,100
"w961986_ARR",3,"Version C","REEL","ROD","Study2","S",2514,3,2592,"rod",100,100
"w992888",3,"Version C","REEL","ROD","Study2","S",1500,3,2120,"fish",0,0
"w958053_mae",3,"Version C","REVENGE","EVEN","Study2","F",5207,5,8162,"hate",25,0
"w961986_ARR",3,"Version C","REVENGE","EVEN","Study2","F",9329,5,3393,"even",100,100
"w992888",3,"Version C","REVENGE","EVEN","Study2","F",3413,5,5851,"payback",0,0
"w958053_mae",3,"Version C","SARDINE","FISH","Study2","F",5700,4,5919,"fish",100,100
"w961986_ARR",3,"Version C","SARDINE","FISH","Study2","F",2885,4,3088,"fish",100,100
"w992888",3,"Version C","SARDINE","FISH","Study2","F",3561,4,1694,"fish",100,100
"w958053_mae",3,"Version C","SCAR","MAIN","Study2","U",4997,3,6901,"face",25,0
"w961986_ARR",3,"Version C","SCAR","MAIN","Study2","U",2760,3,7051,"cut",0,0
"w992888",3,"Version C","SCAR","MAIN","Study2","U",1975,3,2468,"heal",25,0
"w958053_mae",3,"Version C","SCISSORS","SHEARS","Study2","B",6635,4,16634,"knife",18.181818181818,0
"w961986_ARR",3,"Version C","SCISSORS","SHEARS","Study2","B",3422,4,3375,"shears",100,100
"w992888",3,"Version C","SCISSORS","SHEARS","Study2","B",2224,4,5100,"sheers",83.333333333333,100
"w958053_mae",3,"Version C","SEATBELT","SAFETY","Study2","S",6707,5,32462,"fastner",30.769230769231,0
"w961986_ARR",3,"Version C","SEATBELT","SAFETY","Study2","S",5415,5,4090,"safety",100,100
"w992888",3,"Version C","SEATBELT","SAFETY","Study2","S",3768,5,1830,"car",22.222222222222,0
"w958053_mae",3,"Version C","SHAKE","Shell","Study2","U",5459,3,6751,"milk",22.222222222222,0
"w961986_ARR",3,"Version C","SHAKE","Shell","Study2","U",2743,3,3016,"smell",80,100
"w992888",3,"Version C","SHAKE","Shell","Study2","U",2883,3,5952,"spear",40,0
"w958053_mae",3,"Version C","SHAVE","RAZOR","Study2","S",6284,4,12046,"beard",40,0
"w961986_ARR",3,"Version C","SHAVE","RAZOR","Study2","S",2525,4,3501,"razor",100,100
"w992888",3,"Version C","SHAVE","RAZOR","Study2","S",2322,4,3283,"trim",22.222222222222,0
"w958053_mae",3,"Version C","SIGN","LOAN","Study2","U",4841,3,13376,"posted",20,0
"w961986_ARR",3,"Version C","SIGN","LOAN","Study2","U",5136,3,4784,"post",25,0
"w992888",3,"Version C","SIGN","LOAN","Study2","U",3512,3,3024,"out",28.571428571429,0
"w958053_mae",3,"Version C","SMELL","INCENSE","Study2","B",6688,4,15622,"sniff",16.666666666667,0
"w961986_ARR",3,"Version C","SMELL","INCENSE","Study2","B",3570,4,2997,"stench",30.769230769231,0
"w992888",3,"Version C","SMELL","INCENSE","Study2","B",3175,4,4639,"pugent",30.769230769231,0
"w958053_mae",3,"Version C","STEAK","GIVE","Study2","U",4663,4,10863,"beef",25,0
"w961986_ARR",3,"Version C","STEAK","GIVE","Study2","U",3404,4,3506,"meat",25,0
"w992888",3,"Version C","STEAK","GIVE","Study2","U",2054,4,3943,"meat",25,0
"w958053_mae",3,"Version C","STRAWBERRY","FRUIT","Study2","F",9531,4,7633,"cake",0,0
"w961986_ARR",3,"Version C","STRAWBERRY","FRUIT","Study2","F",3797,4,4285,"fruit",100,100
"w992888",3,"Version C","STRAWBERRY","FRUIT","Study2","F",2997,4,2882,"shortcake",28.571428571429,0
"w958053_mae",3,"Version C","TAN","SUN","Study2","S",4369,2,15594,"lotion",22.222222222222,0
"w961986_ARR",3,"Version C","TAN","SUN","Study2","S",2179,2,2599,"sun",100,100
"w992888",3,"Version C","TAN","SUN","Study2","S",1994,2,3275,"outside",20,0
"w958053_mae",3,"Version C","TEMPER","TANTRUM","Study2","S",6064,4,12671,"anger",50,0
"w961986_ARR",3,"Version C","TEMPER","TANTRUM","Study2","S",3899,4,4503,"tantrum",100,100
"w992888",3,"Version C","TEMPER","TANTRUM","Study2","S",3473,4,6034,"tantrum",100,100
"w958053_mae",3,"Version C","THIMBLE","THREAD","Study2","F",7883,4,5340,"sew",22.222222222222,0
"w961986_ARR",3,"Version C","THIMBLE","THREAD","Study2","F",3330,4,3446,"needle",33.333333333333,0
"w992888",3,"Version C","THIMBLE","THREAD","Study2","F",2279,4,3406,"needle",33.333333333333,0
"w958053_mae",3,"Version C","TICK","FLEA","Study2","S",5081,3,6675,"tock",0,0
"w961986_ARR",3,"Version C","TICK","FLEA","Study2","S",3305,3,4407,"flea",100,100
"w992888",3,"Version C","TICK","FLEA","Study2","S",2328,NA,3312,"flea",100,100
"w958053_mae",3,"Version C","TIE","SHOELACE","Study2","B",8503,6,11031,"clip",16.666666666667,0
"w961986_ARR",3,"Version C","TIE","SHOELACE","Study2","B",3826,6,7829,"shoelace",100,100
"w992888",3,"Version C","TIE","SHOELACE","Study2","B",5909,6,5164,"shoe",66.666666666667,0
"w958053_mae",3,"Version C","TOIL","LEASE","Study2","U",5165,5,11777,"work",0,0
"w961986_ARR",3,"Version C","TOIL","LEASE","Study2","U",2744,5,7379,"mess",44.444444444444,0
"w992888",3,"Version C","TOIL","LEASE","Study2","U",2235,5,3076,"car",25,0
"w958053_mae",3,"Version C","TRASH","LITTER","Study2","B",6294,3,10738,"bag",0,0
"w961986_ARR",3,"Version C","TRASH","LITTER","Study2","B",2775,3,4292,"bin",22.222222222222,0
"w992888",3,"Version C","TRASH","LITTER","Study2","B",1966,3,2286,"litter",100,100
"w958053_mae",3,"Version C","TRUTHFUL","HONEST","Study2","F",6859,4,12944,"faithful",14.285714285714,0
"w961986_ARR",3,"Version C","TRUTHFUL","HONEST","Study2","F",3962,4,5178,"honesty",92.307692307692,100
"w992888",3,"Version C","TRUTHFUL","HONEST","Study2","F",4688,4,2576,"honest",100,100
"w958053_mae",3,"Version C","VILLAIN","BAD","Study2","F",6437,4,5686,"crook",0,0
"w961986_ARR",3,"Version C","VILLAIN","BAD","Study2","F",3080,4,2410,"bad",100,100
"w992888",3,"Version C","VILLAIN","BAD","Study2","F",2491,4,2820,"revenge",0,0
"w958053_mae",3,"Version C","WAX","CANDLE","Study2","S",4841,3,13733,"paste",36.363636363636,0
"w961986_ARR",3,"Version C","WAX","CANDLE","Study2","S",2650,3,2318,"candle",100,100
"w992888",3,"Version C","WAX","CANDLE","Study2","S",4632,3,2089,"candle",100,100
"w958053_mae",3,"Version C","WET","DRY","Study2","S",5070,1,8693,"water",25,0
"w961986_ARR",3,"Version C","WET","DRY","Study2","S",8774,1,2576,"water",25,0
"w992888",3,"Version C","WET","DRY","Study2","S",1943,1,3061,"water",25,0
"w958053_mae",3,"Version C","WINDSHIELD","CAR","Study2","F",6011,4,7255,"wiper",25,0
"w961986_ARR",3,"Version C","WINDSHIELD","CAR","Study2","F",14979,4,2740,"wipers",22.222222222222,0
"w992888",3,"Version C","WINDSHIELD","CAR","Study2","F",4188,4,4537,"wiper",25,0
"10077356",4,"Version D","ABLE","CRACKLE","Study2","U",4006,4,22685,"",0,0
"938615",4,"Version D","ABLE","CRACKLE","Study2","U",3857,4,8234,"DO",0,0
"w10003113_hkb",4,"Version D","ABLE","CRACKLE","Study2","U",3312,4,35,"",0,0
"w10035783",4,"Version D","ABLE","CRACKLE","Study2","U",5191,4,6156,"nibble",30.769230769231,0
"w10046535_PLR",4,"Version D","ABLE","CRACKLE","Study2","U",2378,4,1839,"",0,0
"w10052270",4,"Version D","ABLE","CRACKLE","Study2","U",16012,4,7764,"crackle",100,100
"10077356",4,"Version D","ACTRESS","STAR","Study2","F",4175,3,6072,"movie",0,0
"938615",4,"Version D","ACTRESS","STAR","Study2","F",2997,3,2332,"GIRL",25,0
"w10003113_hkb",4,"Version D","ACTRESS","STAR","Study2","F",9180,3,397,"",0,0
"w10035783",4,"Version D","ACTRESS","STAR","Study2","F",4832,3,2325,"singer",40,0
"w10046535_PLR",4,"Version D","ACTRESS","STAR","Study2","F",1279,3,2019,"actor",44.444444444444,0
"w10052270",4,"Version D","ACTRESS","STAR","Study2","F",20929,3,6945,"star",100,100
"10077356",4,"Version D","AIRCRAFT","PLANE","Study2","F",5288,5,3928,"plane",100,100
"938615",4,"Version D","AIRCRAFT","PLANE","Study2","F",4742,5,4050,"Plane",100,100
"w10003113_hkb",4,"Version D","AIRCRAFT","PLANE","Study2","F",4817,5,387,"",0,0
"w10035783",4,"Version D","AIRCRAFT","PLANE","Study2","F",14083,5,2585,"fly",25,0
"w10046535_PLR",4,"Version D","AIRCRAFT","PLANE","Study2","F",1662,3,36834,"pilot",40,0
"w10052270",4,"Version D","AIRCRAFT","PLANE","Study2","F",121245,5,15495,"plane",100,100
"10077356",4,"Version D","AWAY","GONE","Study2","S",2747,4,6590,"go",66.666666666667,0
"938615",4,"Version D","AWAY","GONE","Study2","S",2663,4,2974,"GO",66.666666666667,0
"w10003113_hkb",4,"Version D","AWAY","GONE","Study2","S",2689,4,30,"",0,0
"w10035783",4,"Version D","AWAY","GONE","Study2","S",4895,4,2836,"go",66.666666666667,0
"w10046535_PLR",4,"Version D","AWAY","GONE","Study2","S",4823,2,1659,"gone",100,100
"w10052270",4,"Version D","AWAY","GONE","Study2","S",29598,4,21872,"gone",100,100
"10077356",4,"Version D","BALLOON","POP","Study2","F",2997,4,6218,"bald",0,0
"938615",4,"Version D","BALLOON","POP","Study2","F",3179,4,6001,"CLOWN",25,0
"w10003113_hkb",4,"Version D","BALLOON","POP","Study2","F",3114,4,391,"",0,0
"w10035783",4,"Version D","BALLOON","POP","Study2","F",5581,4,4092,"balloon",20,0
"w10046535_PLR",4,"Version D","BALLOON","POP","Study2","F",1470,3,3410,"air",0,0
"w10052270",4,"Version D","BALLOON","POP","Study2","F",17463,3,15473,"pop",100,100
"10077356",4,"Version D","BANG","FUZZY","Study2","U",2570,2,4910,"out",25,0
"938615",4,"Version D","BANG","FUZZY","Study2","U",2190,2,5000,"shoot",0,0
"w10003113_hkb",4,"Version D","BANG","FUZZY","Study2","U",2774,2,421,"",0,0
"w10035783",4,"Version D","BANG","FUZZY","Study2","U",4231,2,1718,"bang",0,0
"w10046535_PLR",4,"Version D","BANG","FUZZY","Study2","U",1916,3,4102,"",0,0
"w10052270",4,"Version D","BANG","FUZZY","Study2","U",20328,2,11758,"fuzzy",100,100
"10077356",4,"Version D","BANKER","MONEY","Study2","F",5276,4,4429,"money",100,100
"938615",4,"Version D","BANKER","MONEY","Study2","F",3324,4,5079,"Money",100,100
"w10003113_hkb",4,"Version D","BANKER","MONEY","Study2","F",5614,4,335,"",0,0
"w10035783",4,"Version D","BANKER","MONEY","Study2","F",6398,5,3354,"broker",36.363636363636,0
"w10046535_PLR",4,"Version D","BANKER","MONEY","Study2","F",2107,4,382,"",0,0
"w10052270",4,"Version D","BANKER","MONEY","Study2","F",34282,4,27280,"money",100,100
"10077356",4,"Version D","BRACELET","WRIST","Study2","S",7985,4,5523,"necklace",0,0
"938615",4,"Version D","BRACELET","WRIST","Study2","S",3749,4,8537,"CHARM",20,0
"w10003113_hkb",4,"Version D","BRACELET","WRIST","Study2","S",81146,4,36,"",0,0
"w10035783",4,"Version D","BRACELET","WRIST","Study2","S",4588,4,4604,"charm",20,0
"w10046535_PLR",4,"Version D","BRACELET","WRIST","Study2","S",2229,3,2193,"writ",88.888888888889,100
"w10052270",4,"Version D","BRACELET","WRIST","Study2","S",208395,4,98268,"wrist",100,100
"10077356",4,"Version D","BRAWL","FIGHT","Study2","F",3743,2,5544,"fight",100,100
"938615",4,"Version D","BRAWL","FIGHT","Study2","F",2904,2,3695,"Fight",100,100
"w10003113_hkb",4,"Version D","BRAWL","FIGHT","Study2","F",4148,2,279,"",0,0
"w10035783",4,"Version D","BRAWL","FIGHT","Study2","F",4027,2,8900,"brawl",0,0
"w10046535_PLR",4,"Version D","BRAWL","FIGHT","Study2","F",1747,2,579,"",0,0
"w10052270",4,"Version D","BRAWL","FIGHT","Study2","F",71846,2,5492,"fight",100,100
"10077356",4,"Version D","BREAKABLE","GLASS","Study2","F",4972,5,9232,"together",15.384615384615,0
"938615",4,"Version D","BREAKABLE","GLASS","Study2","F",5502,5,3225,"BUSTED",18.181818181818,0
"w10003113_hkb",4,"Version D","BREAKABLE","GLASS","Study2","F",5082,5,35,"",0,0
"w10035783",4,"Version D","BREAKABLE","GLASS","Study2","F",7532,5,3298,"fix",0,0
"w10046535_PLR",4,"Version D","BREAKABLE","GLASS","Study2","F",2694,4,1929,"",0,0
"w10052270",4,"Version D","BREAKABLE","GLASS","Study2","F",51055,5,5016,"glass",100,100
"10077356",4,"Version D","CAR","DRIVER","Study2","B",3384,3,6094,"vehical",30.769230769231,0
"938615",4,"Version D","CAR","DRIVER","Study2","B",3435,3,7284,"VEHICLE",30.769230769231,0
"w10003113_hkb",4,"Version D","CAR","DRIVER","Study2","B",2194,3,709,"",0,0
"w10035783",4,"Version D","CAR","DRIVER","Study2","B",3979,3,7284,"truck",18.181818181818,0
"w10046535_PLR",4,"Version D","CAR","DRIVER","Study2","B",27690,3,4685,"vehicle",30.769230769231,0
"w10052270",4,"Version D","CAR","DRIVER","Study2","B",26721,3,21501,"driver",100,100
"10077356",4,"Version D","CARBON","ELEMENT","Study2","S",5338,5,8029,"",0,0
"938615",4,"Version D","CARBON","ELEMENT","Study2","S",4377,5,3134,"METAL",50,0
"w10003113_hkb",4,"Version D","CARBON","ELEMENT","Study2","S",16383,5,440,"",0,0
"w10035783",4,"Version D","CARBON","ELEMENT","Study2","S",12368,5,4093,"dioxide",14.285714285714,0
"w10046535_PLR",4,"Version D","CARBON","ELEMENT","Study2","S",4580,5,2087,"atom",18.181818181818,0
"w10052270",4,"Version D","CARBON","ELEMENT","Study2","S",18932,5,7889,"elemnt",92.307692307692,100
"10077356",4,"Version D","CHARM","VEHICLE","Study2","U",4956,4,6068,"bracelet",40,0
"938615",4,"Version D","CHARM","VEHICLE","Study2","U",3318,4,5549,"METAL",33.333333333333,0
"w10003113_hkb",4,"Version D","CHARM","VEHICLE","Study2","U",3303,4,426,"",0,0
"w10035783",4,"Version D","CHARM","VEHICLE","Study2","U",8718,4,4997,"charm",16.666666666667,0
"w10046535_PLR",4,"Version D","CHARM","VEHICLE","Study2","U",2842,4,874,"",0,0
"w10052270",4,"Version D","CHARM","VEHICLE","Study2","U",51474,4,48936,"vehicle",100,100
"10077356",4,"Version D","CHILDREN","MIRROR","Study2","U",5539,4,8218,"adults",0,0
"938615",4,"Version D","CHILDREN","MIRROR","Study2","U",18783,4,3270,"KIDS",20,0
"w10003113_hkb",4,"Version D","CHILDREN","MIRROR","Study2","U",3465,4,371,"",0,0
"w10035783",4,"Version D","CHILDREN","MIRROR","Study2","U",7614,4,3180,"adult",0,0
"w10046535_PLR",4,"Version D","CHILDREN","MIRROR","Study2","U",1660,4,1666,"kids",20,0
"w10052270",4,"Version D","CHILDREN","MIRROR","Study2","U",44352,4,21185,"mirror",100,100
"10077356",4,"Version D","CLEAR","MOAT","Study2","U",3043,4,8206,"mind",25,0
"938615",4,"Version D","CLEAR","MOAT","Study2","U",2611,4,3527,"VIEW",0,0
"w10003113_hkb",4,"Version D","CLEAR","MOAT","Study2","U",5050,4,28,"",0,0
"w10035783",4,"Version D","CLEAR","MOAT","Study2","U",4526,4,2717,"fog",28.571428571429,0
"w10046535_PLR",4,"Version D","CLEAR","MOAT","Study2","U",1288,2,3337,"glass",22.222222222222,0
"w10052270",4,"Version D","CLEAR","MOAT","Study2","U",45530,4,33462,"moat",100,100
"10077356",4,"Version D","CLOTH","STRETCH","Study2","U",4629,2,5458,"clean",16.666666666667,0
"938615",4,"Version D","CLOTH","STRETCH","Study2","U",2408,2,3941,"RAG",20,0
"w10003113_hkb",4,"Version D","CLOTH","STRETCH","Study2","U",3350,2,333,"",0,0
"w10035783",4,"Version D","CLOTH","STRETCH","Study2","U",4926,2,4637,"towel",33.333333333333,0
"w10046535_PLR",4,"Version D","CLOTH","STRETCH","Study2","U",1226,2,2653,"",0,0
"w10052270",4,"Version D","CLOTH","STRETCH","Study2","U",29156,2,9900,"strength",80,100
"10077356",4,"Version D","CLOTHES","CAKE","Study2","U",3601,4,4226,"paper",44.444444444444,0
"938615",4,"Version D","CLOTHES","CAKE","Study2","U",3372,4,3489,"SHIRT",0,0
"w10003113_hkb",4,"Version D","CLOTHES","CAKE","Study2","U",2646,4,44,"",0,0
"w10035783",4,"Version D","CLOTHES","CAKE","Study2","U",3273,3,3480,"shirt",0,0
"w10046535_PLR",4,"Version D","CLOTHES","CAKE","Study2","U",1466,2,1381,"",0,0
"w10052270",4,"Version D","CLOTHES","CAKE","Study2","U",14066,4,16744,"cake",100,100
"10077356",4,"Version D","COFFIN","DEAD","Study2","F",4418,4,4966,"dead",100,100
"938615",4,"Version D","COFFIN","DEAD","Study2","F",2971,4,4331,"Dead",100,100
"w10003113_hkb",4,"Version D","COFFIN","DEAD","Study2","F",2344,4,43,"",0,0
"w10035783",4,"Version D","COFFIN","DEAD","Study2","F",4974,4,2965,"death",66.666666666667,0
"w10046535_PLR",4,"Version D","COFFIN","DEAD","Study2","F",1628,3,6148,"casket",20,0
"w10052270",4,"Version D","COFFIN","DEAD","Study2","F",186222,4,7746,"dead",100,100
"10077356",4,"Version D","COLD","CHILL","Study2","B",4076,2,5333,"warm",0,0
"938615",4,"Version D","COLD","CHILL","Study2","B",1871,2,3194,"FREEZE",0,0
"w10003113_hkb",4,"Version D","COLD","CHILL","Study2","B",2872,2,32,"",0,0
"w10035783",4,"Version D","COLD","CHILL","Study2","B",3176,2,1784,"hot",25,0
"w10046535_PLR",4,"Version D","COLD","CHILL","Study2","B",1276,2,1584,"hot",25,0
"w10052270",4,"Version D","COLD","CHILL","Study2","B",35863,2,3362,"chill",100,100
"10077356",4,"Version D","COMMUNICATION","PHONE","Study2","S",7328,8,12260,"phone",100,100
"938615",4,"Version D","COMMUNICATION","PHONE","Study2","S",6911,8,18812,"TALK",0,0
"w10003113_hkb",4,"Version D","COMMUNICATION","PHONE","Study2","S",4447,7,570,"",0,0
"w10035783",4,"Version D","COMMUNICATION","PHONE","Study2","S",7714,8,5837,"tell",22.222222222222,0
"w10046535_PLR",4,"Version D","COMMUNICATION","PHONE","Study2","S",3577,6,2340,"talk",0,0
"w10052270",4,"Version D","COMMUNICATION","PHONE","Study2","S",285757,8,5667,"phone",100,100
"10077356",4,"Version D","CUT","CHOP","Study2","B",2706,2,7678,"knife",0,0
"938615",4,"Version D","CUT","CHOP","Study2","B",3049,2,4598,"SLICE",22.222222222222,0
"w10003113_hkb",4,"Version D","CUT","CHOP","Study2","B",3547,2,2517,"",0,0
"w10035783",4,"Version D","CUT","CHOP","Study2","B",2788,2,4142,"scissiors",30.769230769231,0
"w10046535_PLR",4,"Version D","CUT","CHOP","Study2","B",2962,2,2115,"throat",40,0
"w10052270",4,"Version D","CUT","CHOP","Study2","B",7595,2,3183,"chop",100,100
"10077356",4,"Version D","DOG","FURRY","Study2","B",3895,2,3429,"cat",0,0
"938615",4,"Version D","DOG","FURRY","Study2","B",1689,2,4275,"PET",0,0
"w10003113_hkb",4,"Version D","DOG","FURRY","Study2","B",3432,2,34,"",0,0
"w10035783",4,"Version D","DOG","FURRY","Study2","B",3582,2,1631,"cat",0,0
"w10046535_PLR",4,"Version D","DOG","FURRY","Study2","B",1201,3,3070,"cat",0,0
"w10052270",4,"Version D","DOG","FURRY","Study2","B",248963,2,7690,"furry",100,100
"10077356",4,"Version D","DONKEY","MULE","Study2","B",5101,4,7402,"kong",0,0
"938615",4,"Version D","DONKEY","MULE","Study2","B",2620,4,3237,"HORSE",22.222222222222,0
"w10003113_hkb",4,"Version D","DONKEY","MULE","Study2","B",4084,4,375,"",0,0
"w10035783",4,"Version D","DONKEY","MULE","Study2","B",8535,4,3343,"tail",25,0
"w10046535_PLR",4,"Version D","DONKEY","MULE","Study2","B",1397,3,3115,"horse",22.222222222222,0
"w10052270",4,"Version D","DONKEY","MULE","Study2","B",28847,4,2690,"mule",100,100
"10077356",4,"Version D","DRINK","WATER","Study2","S",3019,3,4540,"food",0,0
"938615",4,"Version D","DRINK","WATER","Study2","S",2281,2,6826,"BOTTLE",36.363636363636,0
"w10003113_hkb",4,"Version D","DRINK","WATER","Study2","S",5967,3,36,"",0,0
"w10035783",4,"Version D","DRINK","WATER","Study2","S",6716,3,4341,"coke",22.222222222222,0
"w10046535_PLR",4,"Version D","DRINK","WATER","Study2","S",1632,2,2119,"water",100,100
"w10052270",4,"Version D","DRINK","WATER","Study2","S",54044,3,19385,"water",100,100
"10077356",4,"Version D","EAT","DINE","Study2","B",3210,4,4020,"drink",66.666666666667,0
"938615",4,"Version D","EAT","DINE","Study2","B",2542,4,5563,"Hungry",20,0
"w10003113_hkb",4,"Version D","EAT","DINE","Study2","B",2422,4,608,"",0,0
"w10035783",4,"Version D","EAT","DINE","Study2","B",3636,4,3555,"eat",28.571428571429,0
"w10046535_PLR",4,"Version D","EAT","DINE","Study2","B",1100,2,2848,"food",25,0
"w10052270",4,"Version D","EAT","DINE","Study2","B",89601,4,47354,"dine",100,100
"10077356",4,"Version D","ELECTION","MAZE","Study2","U",5122,6,11550,"vote",25,0
"938615",4,"Version D","ELECTION","MAZE","Study2","U",4459,6,3398,"VOTE",25,0
"w10003113_hkb",4,"Version D","ELECTION","MAZE","Study2","U",7922,6,40,"",0,0
"w10035783",4,"Version D","ELECTION","MAZE","Study2","U",4896,6,87,"",0,0
"w10046535_PLR",4,"Version D","ELECTION","MAZE","Study2","U",3738,4,2005,"belt",25,0
"w10052270",4,"Version D","ELECTION","MAZE","Study2","U",21291,6,16751,"maze",100,100
"10077356",4,"Version D","END","ADJOURN","Study2","B",4617,4,5468,"begin",16.666666666667,0
"938615",4,"Version D","END","ADJOURN","Study2","B",4674,4,7655,"movie",16.666666666667,0
"w10003113_hkb",4,"Version D","END","ADJOURN","Study2","B",3843,4,592,"",0,0
"w10035783",4,"Version D","END","ADJOURN","Study2","B",5372,3,10935,"start",33.333333333333,0
"w10046535_PLR",4,"Version D","END","ADJOURN","Study2","B",1938,3,1810,"start",33.333333333333,0
"w10052270",4,"Version D","END","ADJOURN","Study2","B",87307,4,52246,"adjourn",100,100
"10077356",4,"Version D","EQUAL","RIGHTS","Study2","S",4619,4,5305,"sign",40,0
"938615",4,"Version D","EQUAL","RIGHTS","Study2","S",4180,4,2136,"EVEN",0,0
"w10003113_hkb",4,"Version D","EQUAL","RIGHTS","Study2","S",3490,4,396,"",0,0
"w10035783",4,"Version D","EQUAL","RIGHTS","Study2","S",5741,4,3361,"plus",20,0
"w10046535_PLR",4,"Version D","EQUAL","RIGHTS","Study2","S",2053,3,3225,"different",26.666666666667,0
"w10052270",4,"Version D","EQUAL","RIGHTS","Study2","S",106635,4,9940,"rights",100,100
"10077356",4,"Version D","FAVORITE","BEST","Study2","F",3372,5,6698,"best",100,100
"938615",4,"Version D","FAVORITE","BEST","Study2","F",4985,5,4053,"color",0,0
"w10003113_hkb",4,"Version D","FAVORITE","BEST","Study2","F",3260,5,988,"",0,0
"w10035783",4,"Version D","FAVORITE","BEST","Study2","F",9644,5,3458,"not",28.571428571429,0
"w10046535_PLR",4,"Version D","FAVORITE","BEST","Study2","F",3129,4,830,"",0,0
"w10052270",4,"Version D","FAVORITE","BEST","Study2","F",230498,5,5342,"best",100,100
"10077356",4,"Version D","FICTION","LISTEN","Study2","U",3653,5,5084,"novel",18.181818181818,0
"938615",4,"Version D","FICTION","LISTEN","Study2","U",3445,5,2314,"FAKE",20,0
"w10003113_hkb",4,"Version D","FICTION","LISTEN","Study2","U",3425,5,409,"",0,0
"w10035783",4,"Version D","FICTION","LISTEN","Study2","U",5187,4,3059,"story",36.363636363636,0
"w10046535_PLR",4,"Version D","FICTION","LISTEN","Study2","U",1504,4,2067,"fan'",20,0
"w10052270",4,"Version D","FICTION","LISTEN","Study2","U",495173,5,19932,"listen",100,100
"10077356",4,"Version D","FIGHT","FEUD","Study2","B",2642,3,10522,"good",25,0
"938615",4,"Version D","FIGHT","FEUD","Study2","B",1971,3,4965,"Brawl",0,0
"w10003113_hkb",4,"Version D","FIGHT","FEUD","Study2","B",10520,3,894,"",0,0
"w10035783",4,"Version D","FIGHT","FEUD","Study2","B",5386,3,4614,"wrist",0,0
"w10046535_PLR",4,"Version D","FIGHT","FEUD","Study2","B",1007,2,1775,"brawl",0,0
"w10052270",4,"Version D","FIGHT","FEUD","Study2","B",78655,3,72518,"feud",100,100
"10077356",4,"Version D","FLIP","TURN","Study2","F",2233,2,5337,"coin",25,0
"938615",4,"Version D","FLIP","TURN","Study2","F",2107,3,3538,"FLOP",0,0
"w10003113_hkb",4,"Version D","FLIP","TURN","Study2","F",3669,2,442,"",0,0
"w10035783",4,"Version D","FLIP","TURN","Study2","F",2948,2,2314,"turn",100,100
"w10046535_PLR",4,"Version D","FLIP","TURN","Study2","F",6885,2,1493,"",0,0
"w10052270",4,"Version D","FLIP","TURN","Study2","F",21019,2,29623,"turn",100,100
