"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
68,"w10046977_ajg",5,"JOL Version A","SMELL","stench","Study1","B",3668,"50",2227,"stench",100,"stench",1
68,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","SMELL","stench","Study1","B",3240,"100",3233,"taste",54.545454545455,"stench",0
68,"5f906d9892b0ac120238830b",5,"JOL Version A","SMELL","stench","Study1","B",4456,"40",2412,"stench",100,"stench",1
69,"w10006036_mlh",5,"JOL Version A","SOON","belt","Study1","U",4300,"0",1592,"",0,"belt",0
69,"w10036134AN",5,"JOL Version A","SOON","belt","Study1","U",2382,"10",2142,"",0,"belt",0
69,"5f26b501dd983441aaaa41a9",5,"JOL Version A","SOON","belt","Study1","U",4113,"23",7310,"enough",20,"belt",0
69,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","SOON","belt","Study1","U",2827,"0",2934,"now",0,"belt",0
69,"5f906d9892b0ac120238830b",5,"JOL Version A","SOON","belt","Study1","U",1179,"0",1934,"now",0,"belt",0
69,"w995669_AML",5,"JOL Version A","SOON","belt","Study1","U",3165,"0",4817,"later",44.444444444444,"belt",0
69,"w10046977_ajg",5,"JOL Version A","SOON","belt","Study1","U",2620,"32",4870,"very",25,"belt",0
69,"w10045963_lnp",5,"JOL Version A","SOON","belt","Study1","U",2100,"0",5276,"time",25,"belt",0
70,"w10036134AN",5,"JOL Version A","STRONG","accident","Study1","U",2796,"4",1309,"",0,"accident",0
70,"w10046977_ajg",5,"JOL Version A","STRONG","accident","Study1","U",5426,"5",5061,"man",36.363636363636,"accident",0
70,"w10006036_mlh",5,"JOL Version A","STRONG","accident","Study1","U",3372,"0",3527,"",0,"accident",0
70,"w10045963_lnp",5,"JOL Version A","STRONG","accident","Study1","U",2564,"0",3765,"build",30.769230769231,"accident",0
70,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","STRONG","accident","Study1","U",5750,"10",3004,"weak",16.666666666667,"accident",0
70,"5f906d9892b0ac120238830b",5,"JOL Version A","STRONG","accident","Study1","U",2231,"0",4192,"man",36.363636363636,"accident",0
70,"w995669_AML",5,"JOL Version A","STRONG","accident","Study1","U",5303,"0",1560,"",0,"accident",0
70,"5f26b501dd983441aaaa41a9",5,"JOL Version A","STRONG","accident","Study1","U",8196,"22",12495,"force",30.769230769231,"accident",0
71,"w10036134AN",5,"JOL Version A","SUGAR","riddle","Study1","U",2938,"10",1766,"",0,"riddle",0
71,"w995669_AML",5,"JOL Version A","SUGAR","riddle","Study1","U",2967,"0",3967,"sweet",18.181818181818,"riddle",0
71,"w10046977_ajg",5,"JOL Version A","SUGAR","riddle","Study1","U",2178,"12",2776,"sweet",18.181818181818,"riddle",0
71,"w10006036_mlh",5,"JOL Version A","SUGAR","riddle","Study1","U",5504,"0",5197,"",0,"riddle",0
71,"w10045963_lnp",5,"JOL Version A","SUGAR","riddle","Study1","U",2775,"0",7152,"candy",18.181818181818,"riddle",0
71,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","SUGAR","riddle","Study1","U",6136,"10",5766,"salt ",20,"riddle",0
71,"5f906d9892b0ac120238830b",5,"JOL Version A","SUGAR","riddle","Study1","U",3966,"0",1852,"cube",20,"riddle",0
71,"5f26b501dd983441aaaa41a9",5,"JOL Version A","SUGAR","riddle","Study1","U",4959,"23",7913,"",0,"riddle",0
72,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","SWAN","bird","Study1","F",3778,"70",3138,"song",0,"bird",0
72,"5f906d9892b0ac120238830b",5,"JOL Version A","SWAN","bird","Study1","F",3185,"10",2529,"bird",100,"bird",1
72,"w10006036_mlh",5,"JOL Version A","SWAN","bird","Study1","F",4243,"40",9396,"bird",100,"bird",1
72,"w10046977_ajg",5,"JOL Version A","SWAN","bird","Study1","F",8241,"50",2458,"bird",100,"bird",1
72,"5f26b501dd983441aaaa41a9",5,"JOL Version A","SWAN","bird","Study1","F",5249,"54",12402,"bird",100,"bird",1
72,"w10036134AN",5,"JOL Version A","SWAN","bird","Study1","F",2847,"30",5896,"bird",100,"bird",1
72,"w10045963_lnp",5,"JOL Version A","SWAN","bird","Study1","F",4779,"20",1541,"bird",100,"bird",1
72,"w995669_AML",5,"JOL Version A","SWAN","bird","Study1","F",3355,"15",2351,"bird",100,"bird",1
73,"w10006036_mlh",5,"JOL Version A","TAKE","seize","Study1","B",5793,"70",1748,"",0,"seize",0
73,"5f906d9892b0ac120238830b",5,"JOL Version A","TAKE","seize","Study1","B",1295,"0",2242,"give",44.444444444444,"seize",0
73,"w10046977_ajg",5,"JOL Version A","TAKE","seize","Study1","B",3298,"31",1858,"away",0,"seize",0
73,"w10036134AN",5,"JOL Version A","TAKE","seize","Study1","B",6070,"30",1865,"",0,"seize",0
73,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","TAKE","seize","Study1","B",3627,"100",4121,"give",44.444444444444,"seize",0
73,"5f26b501dd983441aaaa41a9",5,"JOL Version A","TAKE","seize","Study1","B",5416,"33",3958,"",0,"seize",0
73,"w10045963_lnp",5,"JOL Version A","TAKE","seize","Study1","B",3699,"45",5938,"give",44.444444444444,"seize",0
73,"w995669_AML",5,"JOL Version A","TAKE","seize","Study1","B",4692,"10",5541,"give",44.444444444444,"seize",0
74,"w10006036_mlh",5,"JOL Version A","TRIAL","jury","Study1","S",6488,"70",7501,"jury ",100,"jury",1
74,"w10036134AN",5,"JOL Version A","TRIAL","jury","Study1","S",1419,"10",1173,"",0,"jury",0
74,"w10046977_ajg",5,"JOL Version A","TRIAL","jury","Study1","S",4159,"70",2531,"eror",25,"jury",0
74,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","TRIAL","jury","Study1","S",5380,"90",2878,"jury",100,"jury",1
74,"5f906d9892b0ac120238830b",5,"JOL Version A","TRIAL","jury","Study1","S",4949,"20",2023,"error",22.222222222222,"jury",0
74,"w10045963_lnp",5,"JOL Version A","TRIAL","jury","Study1","S",6384,"75",2007,"jury",100,"jury",1
74,"5f26b501dd983441aaaa41a9",5,"JOL Version A","TRIAL","jury","Study1","S",4492,"34",3733,"",0,"jury",0
74,"w995669_AML",5,"JOL Version A","TRIAL","jury","Study1","S",2675,"90",3305,"jury",100,"jury",1
75,"w10046977_ajg",5,"JOL Version A","TUNA","fish","Study1","F",3739,"89",1682,"fish",100,"fish",1
75,"w10036134AN",5,"JOL Version A","TUNA","fish","Study1","F",3175,"30",4008,"fish",100,"fish",1
75,"5f906d9892b0ac120238830b",5,"JOL Version A","TUNA","fish","Study1","F",3677,"60",1611,"fish",100,"fish",1
75,"w10006036_mlh",5,"JOL Version A","TUNA","fish","Study1","F",3987,"40",3159,"fish",100,"fish",1
75,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","TUNA","fish","Study1","F",4385,"100",3112,"fish",100,"fish",1
75,"w10045963_lnp",5,"JOL Version A","TUNA","fish","Study1","F",2405,"95",1279,"fish",100,"fish",1
75,"5f26b501dd983441aaaa41a9",5,"JOL Version A","TUNA","fish","Study1","F",5233,"74",5752,"fish",100,"fish",1
75,"w995669_AML",5,"JOL Version A","TUNA","fish","Study1","F",3163,"90",2450,"fish",100,"fish",1
76,"w10046977_ajg",5,"JOL Version A","VALLEY","add","Study1","U",2315,"0",3126,"p",0,"add",0
76,"5f906d9892b0ac120238830b",5,"JOL Version A","VALLEY","add","Study1","U",1637,"0",2823,"ditch",25,"add",0
76,"w10036134AN",5,"JOL Version A","VALLEY","add","Study1","U",1888,"10",1464,"",0,"add",0
76,"w10045963_lnp",5,"JOL Version A","VALLEY","add","Study1","U",2003,"0",6361,"river",0,"add",0
76,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","VALLEY","add","Study1","U",2802,"0",4494,"low",0,"add",0
76,"5f26b501dd983441aaaa41a9",5,"JOL Version A","VALLEY","add","Study1","U",5894,"11",7933,"",0,"add",0
76,"w10006036_mlh",5,"JOL Version A","VALLEY","add","Study1","U",4536,"0",1457,"",0,"add",0
76,"w995669_AML",5,"JOL Version A","VALLEY","add","Study1","U",2835,"0",1760,"",0,"add",0
77,"w10036134AN",5,"JOL Version A","WAGE","money","Study1","F",22724,"30",1454,"",0,"money",0
77,"w10045963_lnp",5,"JOL Version A","WAGE","money","Study1","F",4363,"75",16786,"income",36.363636363636,"money",0
77,"w10046977_ajg",5,"JOL Version A","WAGE","money","Study1","F",3554,"88",2906,"money",100,"money",1
77,"5f906d9892b0ac120238830b",5,"JOL Version A","WAGE","money","Study1","F",3992,"70",1567,"money",100,"money",1
77,"w10006036_mlh",5,"JOL Version A","WAGE","money","Study1","F",5453,"10",3758,"money",100,"money",1
77,"5f26b501dd983441aaaa41a9",5,"JOL Version A","WAGE","money","Study1","F",8389,"85",14773,"money",100,"money",1
77,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","WAGE","money","Study1","F",3159,"100",2865,"pay",25,"money",0
77,"w995669_AML",5,"JOL Version A","WAGE","money","Study1","F",6491,"90",2459,"money",100,"money",1
78,"w10006036_mlh",5,"JOL Version A","WAY","out","Study1","F",6976,"10",3335,"",0,"out",0
78,"5f26b501dd983441aaaa41a9",5,"JOL Version A","WAY","out","Study1","F",5697,"40",2581,"out",100,"out",1
78,"w10045963_lnp",5,"JOL Version A","WAY","out","Study1","F",5847,"65",6021,"route",75,"out",1
78,"w10046977_ajg",5,"JOL Version A","WAY","out","Study1","F",4321,"100",2904,"part",28.571428571429,"out",0
78,"w10036134AN",5,"JOL Version A","WAY","out","Study1","F",2718,"40",1162,"",0,"out",0
78,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","WAY","out","Study1","F",3226,"100",2821,"out",100,"out",1
78,"5f906d9892b0ac120238830b",5,"JOL Version A","WAY","out","Study1","F",2880,"20",2011,"out",100,"out",1
78,"w995669_AML",5,"JOL Version A","WAY","out","Study1","F",4823,"70",2252,"out",100,"out",1
79,"w10046977_ajg",5,"JOL Version A","WINE","cheese","Study1","S",3034,"21",3308,"glass",18.181818181818,"cheese",0
79,"w10045963_lnp",5,"JOL Version A","WINE","cheese","Study1","S",3196,"10",1947,"cheese",100,"cheese",1
79,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","WINE","cheese","Study1","S",3673,"100",2565,"red",22.222222222222,"cheese",0
79,"w10006036_mlh",5,"JOL Version A","WINE","cheese","Study1","S",6786,"10",3736,"cheese ",100,"cheese",1
79,"w10036134AN",5,"JOL Version A","WINE","cheese","Study1","S",2386,"20",7535,"cheese",100,"cheese",1
79,"5f26b501dd983441aaaa41a9",5,"JOL Version A","WINE","cheese","Study1","S",4381,"67",1804,"",0,"cheese",0
79,"5f906d9892b0ac120238830b",5,"JOL Version A","WINE","cheese","Study1","S",4878,"75",2002,"cheese",100,"cheese",1
79,"w995669_AML",5,"JOL Version A","WINE","cheese","Study1","S",5426,"65",2923,"cheese",100,"cheese",1
80,"w10036134AN",5,"JOL Version A","WORK","chore","Study1","B",2234,"50",1320,"",0,"chore",0
80,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","WORK","chore","Study1","B",7112,"80",3601,"task",0,"chore",0
80,"5f906d9892b0ac120238830b",5,"JOL Version A","WORK","chore","Study1","B",3312,"25",3683,"chore",100,"chore",1
80,"w10046977_ajg",5,"JOL Version A","WORK","chore","Study1","B",9477,"55",3724,"chore",100,"chore",1
80,"w10045963_lnp",5,"JOL Version A","WORK","chore","Study1","B",3391,"5",4458,"chore",100,"chore",1
80,"5f26b501dd983441aaaa41a9",5,"JOL Version A","WORK","chore","Study1","B",7958,"52",5165,"",0,"chore",0
80,"w10006036_mlh",5,"JOL Version A","WORK","chore","Study1","B",6001,"0",5158,"",0,"chore",0
80,"w995669_AML",5,"JOL Version A","WORK","chore","Study1","B",2309,"0",3889,"",0,"chore",0
81,"5f26b501dd983441aaaa41a9",5,"JOL Version A","ADJOURN","end","Study2","F",3417,"8",1282,"",0,"end",0
81,"w10036134AN",5,"JOL Version A","ADJOURN","end","Study2","F",3154,"40",3156,"",0,"end",0
81,"w995669_AML",5,"JOL Version A","ADJOURN","end","Study2","F",3040,"20",2291,"end",100,"end",1
81,"5f906d9892b0ac120238830b",5,"JOL Version A","ADJOURN","end","Study2","F",2574,"90",2101,"end",100,"end",1
81,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","ADJOURN","end","Study2","F",9151,"90",3075,"end",100,"end",1
81,"w10045963_lnp",5,"JOL Version A","ADJOURN","end","Study2","F",2978,"5",2925,"",0,"end",0
81,"w10046977_ajg",5,"JOL Version A","ADJOURN","end","Study2","F",3078,"12",2787,"end",100,"end",1
81,"w10006036_mlh",5,"JOL Version A","ADJOURN","end","Study2","F",3731,"40",3865,"end",100,"end",1
82,"5f26b501dd983441aaaa41a9",5,"JOL Version A","AFFECTION","love","Study2","F",6484,"23",2362,"love",100,"love",1
82,"w10045963_lnp",5,"JOL Version A","AFFECTION","love","Study2","F",2460,"60",2643,"love",100,"love",1
82,"w995669_AML",5,"JOL Version A","AFFECTION","love","Study2","F",2080,"90",4495,"love",100,"love",1
82,"w10006036_mlh",5,"JOL Version A","AFFECTION","love","Study2","F",5736,"80",2226,"love",100,"love",1
82,"w10036134AN",5,"JOL Version A","AFFECTION","love","Study2","F",2992,"60",2042,"love",100,"love",1
82,"w10046977_ajg",5,"JOL Version A","AFFECTION","love","Study2","F",2685,"100",1679,"love",100,"love",1
82,"5f906d9892b0ac120238830b",5,"JOL Version A","AFFECTION","love","Study2","F",3121,"85",1635,"love",100,"love",1
82,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","AFFECTION","love","Study2","F",2959,"90",3147,"love",100,"love",1
83,"5f26b501dd983441aaaa41a9",5,"JOL Version A","ALONE","lonely","Study2","S",18917,"5",4392,"lonely",100,"lonely",1
83,"w10045963_lnp",5,"JOL Version A","ALONE","lonely","Study2","S",3255,"75",1685,"lonely",100,"lonely",1
83,"w10046977_ajg",5,"JOL Version A","ALONE","lonely","Study2","S",2668,"100",2638,"lonely",100,"lonely",1
83,"w10006036_mlh",5,"JOL Version A","ALONE","lonely","Study2","S",5727,"80",2980,"lonely ",100,"lonely",1
83,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","ALONE","lonely","Study2","S",3650,"90",4052,"lonely",100,"lonely",1
83,"5f906d9892b0ac120238830b",5,"JOL Version A","ALONE","lonely","Study2","S",2904,"80",2306,"lonely",100,"lonely",1
83,"w995669_AML",5,"JOL Version A","ALONE","lonely","Study2","S",2576,"80",3948,"lonly",90.909090909091,"lonely",1
83,"w10036134AN",5,"JOL Version A","ALONE","lonely","Study2","S",1492,"50",1219,"",0,"lonely",0
84,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BAD","villain","Study2","B",5315,"32",1796,"",0,"villain",0
84,"w10046977_ajg",5,"JOL Version A","BAD","villain","Study2","B",2461,"75",3929,"delinquent",35.294117647059,"villain",0
84,"w995669_AML",5,"JOL Version A","BAD","villain","Study2","B",2287,"80",1204,"",0,"villain",0
84,"w10036134AN",5,"JOL Version A","BAD","villain","Study2","B",2133,"50",1338,"",0,"villain",0
84,"w10045963_lnp",5,"JOL Version A","BAD","villain","Study2","B",4654,"20",3676,"",0,"villain",0
84,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BAD","villain","Study2","B",2867,"90",3540,"good",0,"villain",0
84,"5f906d9892b0ac120238830b",5,"JOL Version A","BAD","villain","Study2","B",2890,"45",2743,"good",0,"villain",0
84,"w10006036_mlh",5,"JOL Version A","BAD","villain","Study2","B",13056,"20",7415,"",0,"villain",0
85,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BASEBALL","league","Study2","B",4322,"17",3500,"league",100,"league",1
85,"w10036134AN",5,"JOL Version A","BASEBALL","league","Study2","B",1910,"50",3269,"pitch",0,"league",0
85,"w995669_AML",5,"JOL Version A","BASEBALL","league","Study2","B",4238,"50",4569,"",0,"league",0
85,"w10046977_ajg",5,"JOL Version A","BASEBALL","league","Study2","B",2248,"45",1944,"game",40,"league",0
85,"5f906d9892b0ac120238830b",5,"JOL Version A","BASEBALL","league","Study2","B",2260,"40",2329,"league",100,"league",1
85,"w10006036_mlh",5,"JOL Version A","BASEBALL","league","Study2","B",4146,"20",4317,"league ",100,"league",1
85,"w10045963_lnp",5,"JOL Version A","BASEBALL","league","Study2","B",4479,"75",4556,"catcher",30.769230769231,"league",0
85,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BASEBALL","league","Study2","B",3137,"90",2785,"bat",22.222222222222,"league",0
86,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BEST","favorite","Study2","B",5540,"31",4182,"",0,"favorite",0
86,"w995669_AML",5,"JOL Version A","BEST","favorite","Study2","B",3313,"30",1970,"",0,"favorite",0
86,"5f906d9892b0ac120238830b",5,"JOL Version A","BEST","favorite","Study2","B",2578,"80",2606,"great",30.769230769231,"favorite",0
86,"w10046977_ajg",5,"JOL Version A","BEST","favorite","Study2","B",2139,"31",3212,"wishes",28.571428571429,"favorite",0
86,"w10036134AN",5,"JOL Version A","BEST","favorite","Study2","B",3049,"50",908,"",0,"favorite",0
86,"w10045963_lnp",5,"JOL Version A","BEST","favorite","Study2","B",12819,"40",3137,"favorite",100,"favorite",1
86,"w10006036_mlh",5,"JOL Version A","BEST","favorite","Study2","B",6536,"40",5393,"favorite ",100,"favorite",1
86,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BEST","favorite","Study2","B",3154,"70",2932,"show",16.666666666667,"favorite",0
87,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BIRD","penguin","Study2","B",5406,"23",5076,"penguin",100,"penguin",1
87,"w995669_AML",5,"JOL Version A","BIRD","penguin","Study2","B",4449,"70",6945,"penguin",100,"penguin",1
87,"5f906d9892b0ac120238830b",5,"JOL Version A","BIRD","penguin","Study2","B",3064,"65",2392,"penguin",100,"penguin",1
87,"w10045963_lnp",5,"JOL Version A","BIRD","penguin","Study2","B",2373,"50",1894,"swan",18.181818181818,"penguin",0
87,"w10046977_ajg",5,"JOL Version A","BIRD","penguin","Study2","B",1753,"89",3501,"penguin",100,"penguin",1
87,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BIRD","penguin","Study2","B",3226,"50",4198,"penguin",100,"penguin",1
87,"w10006036_mlh",5,"JOL Version A","BIRD","penguin","Study2","B",7263,"0",7589,"penguin ",100,"penguin",1
87,"w10036134AN",5,"JOL Version A","BIRD","penguin","Study2","B",2046,"50",4120,"swan",18.181818181818,"penguin",0
88,"5f26b501dd983441aaaa41a9",5,"JOL Version A","BOTH","ounce","Study2","U",2829,"8",2760,"",0,"ounce",0
88,"5f906d9892b0ac120238830b",5,"JOL Version A","BOTH","ounce","Study2","U",1922,"0",2929,"one",75,"ounce",1
88,"w995669_AML",5,"JOL Version A","BOTH","ounce","Study2","U",2182,"0",1742,"",0,"ounce",0
88,"w10046977_ajg",5,"JOL Version A","BOTH","ounce","Study2","U",1647,"98",3787,"optional",30.769230769231,"ounce",0
88,"w10006036_mlh",5,"JOL Version A","BOTH","ounce","Study2","U",6512,"20",1785,"",0,"ounce",0
88,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","BOTH","ounce","Study2","U",2674,"0",4240,"together",30.769230769231,"ounce",0
88,"w10045963_lnp",5,"JOL Version A","BOTH","ounce","Study2","U",2694,"0",4103,"",0,"ounce",0
88,"w10036134AN",5,"JOL Version A","BOTH","ounce","Study2","U",2916,"50",3972,"amount",54.545454545455,"ounce",0
89,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CACTUS","plant","Study2","F",5496,"56",2446,"plant",100,"plant",1
89,"5f906d9892b0ac120238830b",5,"JOL Version A","CACTUS","plant","Study2","F",2725,"85",1436,"plant",100,"plant",1
89,"w10006036_mlh",5,"JOL Version A","CACTUS","plant","Study2","F",2883,"40",5591,"plant ",100,"plant",1
89,"w995669_AML",5,"JOL Version A","CACTUS","plant","Study2","F",1763,"90",3509,"plant",100,"plant",1
89,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CACTUS","plant","Study2","F",3579,"90",3035,"plant",100,"plant",1
89,"w10036134AN",5,"JOL Version A","CACTUS","plant","Study2","F",3899,"50",1275,"",0,"plant",0
89,"w10045963_lnp",5,"JOL Version A","CACTUS","plant","Study2","F",1712,"90",1740,"plant",100,"plant",1
89,"w10046977_ajg",5,"JOL Version A","CACTUS","plant","Study2","F",1886,"72",2513,"plant",100,"plant",1
90,"w995669_AML",5,"JOL Version A","CAKE","clothes","Study2","U",2546,"0",2783,"",0,"clothes",0
90,"w10045963_lnp",5,"JOL Version A","CAKE","clothes","Study2","U",2245,"0",6045,"hair",18.181818181818,"clothes",0
90,"w10046977_ajg",5,"JOL Version A","CAKE","clothes","Study2","U",3533,"63",3679,"sweet",16.666666666667,"clothes",0
90,"5f906d9892b0ac120238830b",5,"JOL Version A","CAKE","clothes","Study2","U",2296,"20",6060,"birthday",26.666666666667,"clothes",0
90,"w10036134AN",5,"JOL Version A","CAKE","clothes","Study2","U",5861,"10",973,"",0,"clothes",0
90,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CAKE","clothes","Study2","U",2612,"0",3043,"party",16.666666666667,"clothes",0
90,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CAKE","clothes","Study2","U",3848,"18",6674,"",0,"clothes",0
90,"w10006036_mlh",5,"JOL Version A","CAKE","clothes","Study2","U",14014,"10",5741,"cash ",36.363636363636,"clothes",0
91,"w995669_AML",5,"JOL Version A","CANDLE","wax","Study2","S",2158,"80",1976,"wax",100,"wax",1
91,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CANDLE","wax","Study2","S",2040,"45",8341,"",0,"wax",0
91,"w10045963_lnp",5,"JOL Version A","CANDLE","wax","Study2","S",8282,"90",1748,"wax",100,"wax",1
91,"w10046977_ajg",5,"JOL Version A","CANDLE","wax","Study2","S",2777,"67",1745,"wax",100,"wax",1
91,"5f906d9892b0ac120238830b",5,"JOL Version A","CANDLE","wax","Study2","S",1848,"90",1931,"wax",100,"wax",1
91,"w10036134AN",5,"JOL Version A","CANDLE","wax","Study2","S",1596,"20",2070,"wax",100,"wax",1
91,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CANDLE","wax","Study2","S",4048,"70",3097,"wax",100,"wax",1
91,"w10006036_mlh",5,"JOL Version A","CANDLE","wax","Study2","S",3049,"40",3738,"wax",100,"wax",1
92,"5f906d9892b0ac120238830b",5,"JOL Version A","CAR","windshield","Study2","B",3673,"35",2639,"turn",14.285714285714,"windshield",0
92,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CAR","windshield","Study2","B",4581,"65",7740,"learn",13.333333333333,"windshield",0
92,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CAR","windshield","Study2","B",10655,"44",7429,"windscreen",60,"windshield",0
92,"w10045963_lnp",5,"JOL Version A","CAR","windshield","Study2","B",1965,"70",2226,"driver",37.5,"windshield",0
92,"w10046977_ajg",5,"JOL Version A","CAR","windshield","Study2","B",1669,"45",2418,"driver",37.5,"windshield",0
92,"w995669_AML",5,"JOL Version A","CAR","windshield","Study2","B",3920,"90",2070,"",0,"windshield",0
92,"w10006036_mlh",5,"JOL Version A","CAR","windshield","Study2","B",5134,"50",3618,"driver ",37.5,"windshield",0
92,"w10036134AN",5,"JOL Version A","CAR","windshield","Study2","B",2150,"50",1030,"",0,"windshield",0
93,"w10045963_lnp",5,"JOL Version A","CAT","panther","Study2","B",4367,"50",6571,"",0,"panther",0
93,"w10046977_ajg",5,"JOL Version A","CAT","panther","Study2","B",2958,"93",2727,"dog",0,"panther",0
93,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CAT","panther","Study2","B",3235,"70",2871,"dog",0,"panther",0
93,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CAT","panther","Study2","B",5445,"36",5159,"",0,"panther",0
93,"w995669_AML",5,"JOL Version A","CAT","panther","Study2","B",1860,"90",2938,"panter",92.307692307692,"panther",1
93,"w10036134AN",5,"JOL Version A","CAT","panther","Study2","B",2146,"30",928,"",0,"panther",0
93,"5f906d9892b0ac120238830b",5,"JOL Version A","CAT","panther","Study2","B",6307,"45",1984,"dog",0,"panther",0
93,"w10006036_mlh",5,"JOL Version A","CAT","panther","Study2","B",8213,"70",6600,"",0,"panther",0
94,"w10045963_lnp",5,"JOL Version A","CHERRY","red","Study2","F",3819,"75",1207,"red",100,"red",1
94,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CHERRY","red","Study2","F",4949,"45",2048,"red",100,"red",1
94,"w10006036_mlh",5,"JOL Version A","CHERRY","red","Study2","F",8417,"80",2207,"red",100,"red",1
94,"w10036134AN",5,"JOL Version A","CHERRY","red","Study2","F",1418,"50",2357,"red",100,"red",1
94,"5f906d9892b0ac120238830b",5,"JOL Version A","CHERRY","red","Study2","F",2766,"60",1622,"red",100,"red",1
94,"w995669_AML",5,"JOL Version A","CHERRY","red","Study2","F",1792,"100",1735,"red",100,"red",1
94,"w10046977_ajg",5,"JOL Version A","CHERRY","red","Study2","F",5200,"99",1987,"red",100,"red",1
94,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CHERRY","red","Study2","F",5169,"95",2452,"red",100,"red",1
95,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CHILL","cold","Study2","F",9459,"20",6871,"cold",100,"cold",1
95,"5f906d9892b0ac120238830b",5,"JOL Version A","CHILL","cold","Study2","F",2445,"90",1919,"cold",100,"cold",1
95,"w10006036_mlh",5,"JOL Version A","CHILL","cold","Study2","F",4496,"80",2306,"cold",100,"cold",1
95,"w10045963_lnp",5,"JOL Version A","CHILL","cold","Study2","F",2730,"40",7763,"ice",28.571428571429,"cold",0
95,"w10046977_ajg",5,"JOL Version A","CHILL","cold","Study2","F",1915,"78",1530,"cold",100,"cold",1
95,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CHILL","cold","Study2","F",3309,"80",3460,"cold",100,"cold",1
95,"w995669_AML",5,"JOL Version A","CHILL","cold","Study2","F",2607,"80",3249,"cold",100,"cold",1
95,"w10036134AN",5,"JOL Version A","CHILL","cold","Study2","F",2591,"50",5994,"cold",100,"cold",1
96,"5f906d9892b0ac120238830b",5,"JOL Version A","CHOP","cut","Study2","F",2237,"85",3516,"chip",28.571428571429,"cut",0
96,"w10046977_ajg",5,"JOL Version A","CHOP","cut","Study2","F",2912,"67",1824,"cut",100,"cut",1
96,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CHOP","cut","Study2","F",6072,"0",3406,"cut",100,"cut",1
96,"w10006036_mlh",5,"JOL Version A","CHOP","cut","Study2","F",6306,"20",1575,"",0,"cut",0
96,"5f26b501dd983441aaaa41a9",5,"JOL Version A","CHOP","cut","Study2","F",5418,"34",6161,"suey",28.571428571429,"cut",0
96,"w10036134AN",5,"JOL Version A","CHOP","cut","Study2","F",1541,"30",1886,"cut",100,"cut",1
96,"w10045963_lnp",5,"JOL Version A","CHOP","cut","Study2","F",5317,"55",2044,"cut",100,"cut",1
96,"w995669_AML",5,"JOL Version A","CHOP","cut","Study2","F",4637,"30",3470,"cut",100,"cut",1
97,"w10046977_ajg",5,"JOL Version A","CLUE","game","Study2","F",2321,"3",1905,"less",25,"game",0
97,"5f50efe49dd63f29776ce8d6",5,"JOL Version A","CLUE","game","Study2","F",5533,"30",4655,"detective ",15.384615384615,"game",0
97,"w10036134AN",5,"JOL Version A","CLUE","game","Study2","F",1722,"10",2465,"guess",44.444444444444,"game",0
97,"w10006036_mlh",5,"JOL Version A","CLUE","game","Study2","F",3856,"70",3624,"game ",100,"game",1
