"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w10042962_jkc",5,"JOL Version A","SWAN","BIRD","Study1","F",7356,"100",3861,"bird",100,100
"w10048478_tn",5,"JOL Version A","SWAN","BIRD","Study1","F",3431,"25",3357,"",0,0
"w10049707_slh",5,"JOL Version A","SWAN","BIRD","Study1","F",3058,"20",2230,"duck",25,0
"w10061353",5,"JOL Version A","SWAN","BIRD","Study1","F",7405,"60",2745,"BIRD",100,100
"w10061432",5,"JOL Version A","SWAN","BIRD","Study1","F",3656,"30",5577,"goose",0,0
"w218847JDM",5,"JOL Version A","SWAN","BIRD","Study1","F",1398,"70",3332,"bird",100,100
"w922820",5,"JOL Version A","SWAN","BIRD","Study1","F",9508,"85",2376,"bird",100,100
"W970517",5,"JOL Version A","SWAN","BIRD","Study1","F",2773,"80",4173,"Bird",100,100
"w10010080YS",5,"JOL Version A","TAKE","SEIZE","Study1","B",12209,"14",3037,"",0,0
"w10024584",5,"JOL Version A","TAKE","SEIZE","Study1","B",1793,"100",10172,"seize",100,100
"w10033288",5,"JOL Version A","TAKE","SEIZE","Study1","B",5052,"10",6471,"AWAY",0,0
"w10042962_jkc",5,"JOL Version A","TAKE","SEIZE","Study1","B",6871,"80",2228,"",0,0
"w10048478_tn",5,"JOL Version A","TAKE","SEIZE","Study1","B",3831,"20",1290,"",0,0
"w10049707_slh",5,"JOL Version A","TAKE","SEIZE","Study1","B",5182,"0",2613,"give",44.444444444444,0
"w10061353",5,"JOL Version A","TAKE","SEIZE","Study1","B",4532,"20",3193,"",0,0
"w10061432",5,"JOL Version A","TAKE","SEIZE","Study1","B",3338,"70",1203,"",0,0
"w218847JDM",5,"JOL Version A","TAKE","SEIZE","Study1","B",2199,"40",3558,"grab",0,0
"w922820",5,"JOL Version A","TAKE","SEIZE","Study1","B",6689,"75",3330,"give",44.444444444444,0
"W970517",5,"JOL Version A","TAKE","SEIZE","Study1","B",6644,"65",2833,"Give",44.444444444444,0
"w10010080YS",5,"JOL Version A","TRIAL","JURY","Study1","S",4287,"95",6580,"jury",100,100
"w10024584",5,"JOL Version A","TRIAL","JURY","Study1","S",1477,"0",1493,"",0,0
"w10033288",5,"JOL Version A","TRIAL","JURY","Study1","S",5022,"20",8685,"ERROR",22.222222222222,0
"w10042962_jkc",5,"JOL Version A","TRIAL","JURY","Study1","S",5034,"60",2905,"jury",100,100
"w10048478_tn",5,"JOL Version A","TRIAL","JURY","Study1","S",5462,"70",1288,"",0,0
"w10049707_slh",5,"JOL Version A","TRIAL","JURY","Study1","S",16176,"100",3486,"jury",100,100
"w10061353",5,"JOL Version A","TRIAL","JURY","Study1","S",3317,"90",2216,"JURY",100,100
"w10061432",5,"JOL Version A","TRIAL","JURY","Study1","S",1953,"90",2478,"jury",100,100
"w218847JDM",5,"JOL Version A","TRIAL","JURY","Study1","S",2313,"80",3984,"jury",100,100
"w922820",5,"JOL Version A","TRIAL","JURY","Study1","S",4287,"95",2011,"jury",100,100
"W970517",5,"JOL Version A","TRIAL","JURY","Study1","S",3739,"100",7155,"Error",22.222222222222,0
"w10010080YS",5,"JOL Version A","TUNA","FISH","Study1","F",6063,"86",5211,"fish",100,100
"w10024584",5,"JOL Version A","TUNA","FISH","Study1","F",1520,"100",2491,"fish",100,100
"w10033288",5,"JOL Version A","TUNA","FISH","Study1","F",6601,"60",3730,"FISH",100,100
"w10042962_jkc",5,"JOL Version A","TUNA","FISH","Study1","F",2411,"99",2892,"fish",100,100
"w10048478_tn",5,"JOL Version A","TUNA","FISH","Study1","F",10323,"30",5847,"FISH",100,100
"w10049707_slh",5,"JOL Version A","TUNA","FISH","Study1","F",2216,"100",2486,"fish",100,100
"w10061353",5,"JOL Version A","TUNA","FISH","Study1","F",2894,"90",3470,"FISH",100,100
"w10061432",5,"JOL Version A","TUNA","FISH","Study1","F",2168,"90",2809,"fish",100,100
"w218847JDM",5,"JOL Version A","TUNA","FISH","Study1","F",2635,"100",1420,"fish",100,100
"w922820",5,"JOL Version A","TUNA","FISH","Study1","F",4176,"99",1799,"fish",100,100
"W970517",5,"JOL Version A","TUNA","FISH","Study1","F",2523,"100",4335,"Fish",100,100
"w10010080YS",5,"JOL Version A","VALLEY","ADD","Study1","U",5873,"30",8916,"",0,0
"w10024584",5,"JOL Version A","VALLEY","ADD","Study1","U",1214,"0",5577,"orchard",40,0
"w10033288",5,"JOL Version A","VALLEY","ADD","Study1","U",2788,"10",8103,"DEATH",25,0
"w10042962_jkc",5,"JOL Version A","VALLEY","ADD","Study1","U",3973,"0",4153,"grass",25,0
"w10048478_tn",5,"JOL Version A","VALLEY","ADD","Study1","U",20473,"50",20586,"",0,0
"w10049707_slh",5,"JOL Version A","VALLEY","ADD","Study1","U",4003,"0",4504,"hill",0,0
"w10061353",5,"JOL Version A","VALLEY","ADD","Study1","U",3871,"10",2840,"",0,0
"w10061432",5,"JOL Version A","VALLEY","ADD","Study1","U",2691,"5",4765,"hill",0,0
"w218847JDM",5,"JOL Version A","VALLEY","ADD","Study1","U",1679,"30",2572,"hill",0,0
"w922820",5,"JOL Version A","VALLEY","ADD","Study1","U",3016,"0",6717,"mountain",18.181818181818,0
"W970517",5,"JOL Version A","VALLEY","ADD","Study1","U",3150,"10",3123,"Mountain",18.181818181818,0
"w10010080YS",5,"JOL Version A","WAGE","MONEY","Study1","F",5622,"60",6225,"money",100,100
"w10024584",5,"JOL Version A","WAGE","MONEY","Study1","F",1679,"100",13747,"",0,0
"w10033288",5,"JOL Version A","WAGE","MONEY","Study1","F",21224,"25",7118,"MONEY",100,100
"w10042962_jkc",5,"JOL Version A","WAGE","MONEY","Study1","F",2370,"90",5086,"pay",25,0
"w10048478_tn",5,"JOL Version A","WAGE","MONEY","Study1","F",7052,"50",13166,"MONEY",100,100
"w10049707_slh",5,"JOL Version A","WAGE","MONEY","Study1","F",4069,"40",3029,"money",100,100
"w10061353",5,"JOL Version A","WAGE","MONEY","Study1","F",2621,"90",4251,"MONEY",100,100
"w10061432",5,"JOL Version A","WAGE","MONEY","Study1","F",2466,"90",5233,"amount ",54.545454545455,0
"w218847JDM",5,"JOL Version A","WAGE","MONEY","Study1","F",1504,"70",5970,"money",100,100
"w922820",5,"JOL Version A","WAGE","MONEY","Study1","F",6310,"75",3334,"money",100,100
"W970517",5,"JOL Version A","WAGE","MONEY","Study1","F",1847,"100",12488,"Credit card ",12.5,0
"w10010080YS",5,"JOL Version A","WAY","OUT","Study1","F",11447,"89",4467,"out",100,100
"w10024584",5,"JOL Version A","WAY","OUT","Study1","F",1159,"100",730,"",0,0
"w10033288",5,"JOL Version A","WAY","OUT","Study1","F",4017,"90",13579,"OUT",100,100
"w10042962_jkc",5,"JOL Version A","WAY","OUT","Study1","F",5564,"15",9127,"wrong",25,0
"w10048478_tn",5,"JOL Version A","WAY","OUT","Study1","F",6908,"20",4072,"",0,0
"w10049707_slh",5,"JOL Version A","WAY","OUT","Study1","F",3720,"70",3662,"maker",0,0
"w10061353",5,"JOL Version A","WAY","OUT","Study1","F",13284,"60",2472,"OUT",100,100
"w10061432",5,"JOL Version A","WAY","OUT","Study1","F",2231,"0",6885,"up",40,0
"w218847JDM",5,"JOL Version A","WAY","OUT","Study1","F",2445,"70",4706,"past",28.571428571429,0
"w922820",5,"JOL Version A","WAY","OUT","Study1","F",3519,"95",1607,"out",100,100
"W970517",5,"JOL Version A","WAY","OUT","Study1","F",3032,"30",11951,"",0,0
"w10010080YS",5,"JOL Version A","WINE","CHEESE","Study1","S",13202,"40",5299,"cheese",100,100
"w10024584",5,"JOL Version A","WINE","CHEESE","Study1","S",1487,"0",3257,"cheese",100,100
"w10033288",5,"JOL Version A","WINE","CHEESE","Study1","S",4132,"90",11404,"CHEESE",100,100
"w10042962_jkc",5,"JOL Version A","WINE","CHEESE","Study1","S",3706,"90",1773,"",0,0
"w10048478_tn",5,"JOL Version A","WINE","CHEESE","Study1","S",5478,"45",9282,"ALCOHOL",30.769230769231,0
"w10049707_slh",5,"JOL Version A","WINE","CHEESE","Study1","S",3604,"20",2968,"cheese",100,100
"w10061353",5,"JOL Version A","WINE","CHEESE","Study1","S",3991,"80",2745,"CHEESE",100,100
"w10061432",5,"JOL Version A","WINE","CHEESE","Study1","S",3474,"20",3206,"cheese",100,100
"w218847JDM",5,"JOL Version A","WINE","CHEESE","Study1","S",1601,"70",2579,"cheese",100,100
"w922820",5,"JOL Version A","WINE","CHEESE","Study1","S",11903,"60",2836,"cheese",100,100
"W970517",5,"JOL Version A","WINE","CHEESE","Study1","S",1826,"100",4014,"Cheese",100,100
"w10010080YS",5,"JOL Version A","WORK","CHORE","Study1","B",6201,"35",7050,"",0,0
"w10024584",5,"JOL Version A","WORK","CHORE","Study1","B",1683,"0",826,"",0,0
"w10033288",5,"JOL Version A","WORK","CHORE","Study1","B",4746,"40",4096,"BUSINESS",15.384615384615,0
"w10042962_jkc",5,"JOL Version A","WORK","CHORE","Study1","B",4920,"40",3957,"chore",100,100
"w10048478_tn",5,"JOL Version A","WORK","CHORE","Study1","B",3124,"40",1688,"",0,0
"w10049707_slh",5,"JOL Version A","WORK","CHORE","Study1","B",2229,"100",2452,"hard",44.444444444444,0
"w10061353",5,"JOL Version A","WORK","CHORE","Study1","B",2720,"90",3201,"CHORE",100,100
"w10061432",5,"JOL Version A","WORK","CHORE","Study1","B",2368,"30",8632,"essencial ",14.285714285714,0
"w218847JDM",5,"JOL Version A","WORK","CHORE","Study1","B",2396,"70",3326,"task",0,0
"w922820",5,"JOL Version A","WORK","CHORE","Study1","B",9708,"50",13183,"from home",42.857142857143,0
"W970517",5,"JOL Version A","WORK","CHORE","Study1","B",1629,"100",24274,"Employment ",13.333333333333,0
"985845",6,"JOL Version B","ALLOW","TUCK","Study1","U",3369,"10",22753,"permission",0,0
"w10009467",6,"JOL Version B","ALLOW","TUCK","Study1","U",2968,"0",2886,"Tuck",100,100
"w10011296",6,"JOL Version B","ALLOW","TUCK","Study1","U",18789,"30",3973,"Truck",88.888888888889,100
"w10019534_SRB",6,"JOL Version B","ALLOW","TUCK","Study1","U",3328,"3",8185,"",0,0
"w10025409_jnl",6,"JOL Version B","ALLOW","TUCK","Study1","U",6260,"2",2651,"Guess",22.222222222222,0
"w1005029AW",6,"JOL Version B","ALLOW","TUCK","Study1","U",3326,"0",6314,"",0,0
"w10052270",6,"JOL Version B","ALLOW","TUCK","Study1","U",8820,"45",3921,"tuck",100,100
"w505802",6,"JOL Version B","ALLOW","TUCK","Study1","U",3482,"0",3492," ",0,0
"w922239",6,"JOL Version B","ALLOW","TUCK","Study1","U",3039,"0",13147,"",0,0
"985845",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",11093,"0",3918,"world",18.181818181818,0
"w10009467",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3413,"100",4050,"Design",100,100
"w10011296",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",10547,"65",3738,"Design",100,100
"w10019534_SRB",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",14489,"75",4712,"art",0,0
"w10025409_jnl",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",4337,"99",6322,"Building",28.571428571429,0
"w1005029AW",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3450,"10",6925,"plan",20,0
"w10052270",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",2003,"0",15406,"site",40,0
"w505802",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",3199,"100",3944,"design",100,100
"w922239",6,"JOL Version B","ARCHITECTURE","DESIGN","Study1","S",2491,"0",8433,"",0,0
"985845",6,"JOL Version B","ART","LION","Study1","U",4123,"10",13717,"painting",33.333333333333,0
"w10009467",6,"JOL Version B","ART","LION","Study1","U",3242,"0",1480,"",0,0
"w10011296",6,"JOL Version B","ART","LION","Study1","U",15459,"45",4039,"Lion",100,100
"w10019534_SRB",6,"JOL Version B","ART","LION","Study1","U",18108,"6",4288,"clothes",36.363636363636,0
"w10025409_jnl",6,"JOL Version B","ART","LION","Study1","U",3809,"1",3219,"Guess",0,0
"w1005029AW",6,"JOL Version B","ART","LION","Study1","U",3275,"0",4471,"picture",18.181818181818,0
"w10052270",6,"JOL Version B","ART","LION","Study1","U",10484,"85",4025,"lion",100,100
"w505802",6,"JOL Version B","ART","LION","Study1","U",2548,"0",2060,"",0,0
"w922239",6,"JOL Version B","ART","LION","Study1","U",2198,"0",19651,"painting",33.333333333333,0
"985845",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3603,"1",7027,"organs",33.333333333333,0
"w10009467",6,"JOL Version B","ARTERY","BRONZE","Study1","U",3470,"0",2850,"",0,0
"w10011296",6,"JOL Version B","ARTERY","BRONZE","Study1","U",22189,"30",3844,"Bronze",100,100
"w10019534_SRB",6,"JOL Version B","ARTERY","BRONZE","Study1","U",6739,"5",9459,"",0,0
"w10025409_jnl",6,"JOL Version B","ARTERY","BRONZE","Study1","U",18122,"30",9431,"Guess",18.181818181818,0
"w1005029AW",6,"JOL Version B","ARTERY","BRONZE","Study1","U",10391,"0",1221,"",0,0
"w10052270",6,"JOL Version B","ARTERY","BRONZE","Study1","U",6609,"89",129,"",0,0
"w505802",6,"JOL Version B","ARTERY","BRONZE","Study1","U",5394,"0",2105,"",0,0
"w922239",6,"JOL Version B","ARTERY","BRONZE","Study1","U",4344,"0",22761,"vessels",15.384615384615,0
"985845",6,"JOL Version B","BABY","CHILD","Study1","S",4390,"40",6373,"infant",18.181818181818,0
"w10009467",6,"JOL Version B","BABY","CHILD","Study1","S",3130,"100",3159,"Child",100,100
"w10011296",6,"JOL Version B","BABY","CHILD","Study1","S",10717,"65",3188,"Child",100,100
"w10019534_SRB",6,"JOL Version B","BABY","CHILD","Study1","S",2080,"100",2802,"child",100,100
"w10025409_jnl",6,"JOL Version B","BABY","CHILD","Study1","S",27224,"99",5442,"Guess",0,0
"w1005029AW",6,"JOL Version B","BABY","CHILD","Study1","S",2951,"70",11012,"child",100,100
"w10052270",6,"JOL Version B","BABY","CHILD","Study1","S",18115,"100",20859,"cry",25,0
"w505802",6,"JOL Version B","BABY","CHILD","Study1","S",3666,"100",3376,"child",100,100
"w922239",6,"JOL Version B","BABY","CHILD","Study1","S",10830,"40",7638,"child",100,100
"985845",6,"JOL Version B","BALL","RACKET","Study1","B",5036,"1",20706,"dance",54.545454545455,0
"w10009467",6,"JOL Version B","BALL","RACKET","Study1","B",2817,"0",6005,"Base",40,0
"w10011296",6,"JOL Version B","BALL","RACKET","Study1","B",21742,"80",4164,"Racket",100,100
"w10019534_SRB",6,"JOL Version B","BALL","RACKET","Study1","B",20550,"53",3118,"racket",100,100
"w10025409_jnl",6,"JOL Version B","BALL","RACKET","Study1","B",3062,"50",3497,"Guess",18.181818181818,0
"w1005029AW",6,"JOL Version B","BALL","RACKET","Study1","B",94835,"0",4451,"racket",100,100
"w10052270",6,"JOL Version B","BALL","RACKET","Study1","B",340627,"100",5903,"catch",36.363636363636,0
"w505802",6,"JOL Version B","BALL","RACKET","Study1","B",4687,"50",5297,"leauge",16.666666666667,0
"w922239",6,"JOL Version B","BALL","RACKET","Study1","B",2756,"0",9885,"",0,0
"985845",6,"JOL Version B","BATHROOM","TOILET","Study1","S",6805,"30",4816,"toilet",100,100
"w10009467",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2966,"100",1367,"",0,0
"w10011296",6,"JOL Version B","BATHROOM","TOILET","Study1","S",7071,"70",3304,"Toilet",100,100
"w10019534_SRB",6,"JOL Version B","BATHROOM","TOILET","Study1","S",40917,"63",8832,"toilet",100,100
"w10025409_jnl",6,"JOL Version B","BATHROOM","TOILET","Study1","S",3127,"100",4309,"Toilet",100,100
"w1005029AW",6,"JOL Version B","BATHROOM","TOILET","Study1","S",2881,"80",5009,"bedroom",15.384615384615,0
"w10052270",6,"JOL Version B","BATHROOM","TOILET","Study1","S",9223,"100",14581,"toliet",83.333333333333,100
"w505802",6,"JOL Version B","BATHROOM","TOILET","Study1","S",4484,"100",4241,"toilet",100,100
"w922239",6,"JOL Version B","BATHROOM","TOILET","Study1","S",13412,"100",6331,"toilet",100,100
"985845",6,"JOL Version B","BEGIN","END","Study1","S",1825,"17",3799,"start",0,0
"w10009467",6,"JOL Version B","BEGIN","END","Study1","S",3026,"100",2506,"End",100,100
"w10011296",6,"JOL Version B","BEGIN","END","Study1","S",11253,"65",1981,"End",100,100
"w10019534_SRB",6,"JOL Version B","BEGIN","END","Study1","S",7647,"99",2179,"end",100,100
"w10025409_jnl",6,"JOL Version B","BEGIN","END","Study1","S",40350,"70",4811,"Ending",66.666666666667,0
"w1005029AW",6,"JOL Version B","BEGIN","END","Study1","S",4174,"70",33836,"stop",0,0
"w10052270",6,"JOL Version B","BEGIN","END","Study1","S",8730,"96",1918,"end",100,100
"w505802",6,"JOL Version B","BEGIN","END","Study1","S",3367,"100",3124,"end",100,100
"w922239",6,"JOL Version B","BEGIN","END","Study1","S",13973,"90",8994,"end",100,100
"985845",6,"JOL Version B","BITTER","COLD","Study1","F",4188,"0",5631,"sweet",0,0
"w10009467",6,"JOL Version B","BITTER","COLD","Study1","F",3034,"100",3726,"Cold",100,100
"w10011296",6,"JOL Version B","BITTER","COLD","Study1","F",9109,"65",3779,"Cold",100,100
"w10019534_SRB",6,"JOL Version B","BITTER","COLD","Study1","F",4502,"77",7263,"cold",100,100
"w10025409_jnl",6,"JOL Version B","BITTER","COLD","Study1","F",2713,"40",11789,"Cold",100,100
"w1005029AW",6,"JOL Version B","BITTER","COLD","Study1","F",4014,"80",10176,"sweet",0,0
"w10052270",6,"JOL Version B","BITTER","COLD","Study1","F",22186,"100",5841,"cold",100,100
"w505802",6,"JOL Version B","BITTER","COLD","Study1","F",3185,"0",1047,"",0,0
"w922239",6,"JOL Version B","BITTER","COLD","Study1","F",3955,"10",2723,"",0,0
"985845",6,"JOL Version B","BLOW","WIND","Study1","S",4551,"11",9162,"candle",40,0
"w10009467",6,"JOL Version B","BLOW","WIND","Study1","S",3119,"100",2916,"Wind",100,100
"w10011296",6,"JOL Version B","BLOW","WIND","Study1","S",13469,"65",3067,"Wind",100,100
"w10019534_SRB",6,"JOL Version B","BLOW","WIND","Study1","S",4649,"74",3676,"wind",100,100
"w10025409_jnl",6,"JOL Version B","BLOW","WIND","Study1","S",3213,"80",4766,"Wind",100,100
"w1005029AW",6,"JOL Version B","BLOW","WIND","Study1","S",3441,"90",98228,"glass",0,0
"w10052270",6,"JOL Version B","BLOW","WIND","Study1","S",301196,"100",16598,"pop",0,0
"w505802",6,"JOL Version B","BLOW","WIND","Study1","S",3842,"50",4919,"wind",100,100
"w922239",6,"JOL Version B","BLOW","WIND","Study1","S",6233,"55",11256,"wind",100,100
"985845",6,"JOL Version B","BRIDGE","WATER","Study1","F",2784,"2",2738,"water",100,100
"w10009467",6,"JOL Version B","BRIDGE","WATER","Study1","F",2950,"100",2819,"Water",100,100
"w10011296",6,"JOL Version B","BRIDGE","WATER","Study1","F",14064,"65",2156,"Water",100,100
"w10019534_SRB",6,"JOL Version B","BRIDGE","WATER","Study1","F",4176,"54",2733,"water",100,100
"w10025409_jnl",6,"JOL Version B","BRIDGE","WATER","Study1","F",6324,"80",2671,"Water",100,100
"w1005029AW",6,"JOL Version B","BRIDGE","WATER","Study1","F",31564,"50",3745,"water",100,100
"w10052270",6,"JOL Version B","BRIDGE","WATER","Study1","F",2029,"96",2916,"water",100,100
"w505802",6,"JOL Version B","BRIDGE","WATER","Study1","F",3045,"100",4638,"water",100,100
"w922239",6,"JOL Version B","BRIDGE","WATER","Study1","F",14136,"5",11171,"water",100,100
"985845",6,"JOL Version B","BUG","WASP","Study1","B",15090,"2",5744,"bee",0,0
"w10009467",6,"JOL Version B","BUG","WASP","Study1","B",5265,"100",3176,"Wasp",100,100
"w10011296",6,"JOL Version B","BUG","WASP","Study1","B",14325,"70",5638,"Wasp",100,100
"w10019534_SRB",6,"JOL Version B","BUG","WASP","Study1","B",7415,"41",34798,"",0,0
"w10025409_jnl",6,"JOL Version B","BUG","WASP","Study1","B",4508,"40",3724,"Guess",22.222222222222,0
"w1005029AW",6,"JOL Version B","BUG","WASP","Study1","B",3690,"70",8466,"hornet",0,0
"w10052270",6,"JOL Version B","BUG","WASP","Study1","B",14242,"89",17656,"wasp",100,100
"w505802",6,"JOL Version B","BUG","WASP","Study1","B",3812,"100",2503,"",0,0
"w922239",6,"JOL Version B","BUG","WASP","Study1","B",11458,"30",10657,"wasp",100,100
"985845",6,"JOL Version B","CASH","WOULD","Study1","U",2498,"1",5545,"money",20,0
"w10009467",6,"JOL Version B","CASH","WOULD","Study1","U",2886,"0",1452,"",0,0
"w10011296",6,"JOL Version B","CASH","WOULD","Study1","U",24432,"30",34653,"Lend",44.444444444444,0
"w10019534_SRB",6,"JOL Version B","CASH","WOULD","Study1","U",2895,"0",3427,"money",20,0
"w10025409_jnl",6,"JOL Version B","CASH","WOULD","Study1","U",3138,"10",3422,"Money",20,0
"w1005029AW",6,"JOL Version B","CASH","WOULD","Study1","U",3063,"0",5781,"dollar",18.181818181818,0
"w10052270",6,"JOL Version B","CASH","WOULD","Study1","U",9775,"87",4245,"card",22.222222222222,0
"w505802",6,"JOL Version B","CASH","WOULD","Study1","U",3397,"0",4114,"wage",22.222222222222,0
"w922239",6,"JOL Version B","CASH","WOULD","Study1","U",2501,"0",12344,"money",20,0
"985845",6,"JOL Version B","CHISEL","HAMMER","Study1","F",3378,"0",6496,"cold",0,0
"w10009467",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2564,"0",1257,"",0,0
"w10011296",6,"JOL Version B","CHISEL","HAMMER","Study1","F",10733,"75",3663,"Hammer",100,100
"w10019534_SRB",6,"JOL Version B","CHISEL","HAMMER","Study1","F",16061,"48",4203,"hammer",100,100
"w10025409_jnl",6,"JOL Version B","CHISEL","HAMMER","Study1","F",28213,"70",11721,"Guess",18.181818181818,0
"w1005029AW",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2791,"0",6697,"hammar ",83.333333333333,0
"w10052270",6,"JOL Version B","CHISEL","HAMMER","Study1","F",58033,"87",2515,"hammer",100,100
"w505802",6,"JOL Version B","CHISEL","HAMMER","Study1","F",2789,"0",1263,"",0,0
"w922239",6,"JOL Version B","CHISEL","HAMMER","Study1","F",4080,"20",1944,"",0,0
"985845",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3833,"30",4124,"round",100,100
"w10009467",6,"JOL Version B","CIRCLE","ROUND","Study1","S",4306,"100",2958,"Round",100,100
"w10011296",6,"JOL Version B","CIRCLE","ROUND","Study1","S",11519,"70",2380,"Round",100,100
"w10019534_SRB",6,"JOL Version B","CIRCLE","ROUND","Study1","S",5226,"65",2738,"round",100,100
"w10025409_jnl",6,"JOL Version B","CIRCLE","ROUND","Study1","S",5765,"70",3677,"Round",100,100
"w1005029AW",6,"JOL Version B","CIRCLE","ROUND","Study1","S",5829,"60",5693,"round",100,100
"w10052270",6,"JOL Version B","CIRCLE","ROUND","Study1","S",967,"47",3917,"close",20,0
"w505802",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3085,"100",3508,"round",100,100
"w922239",6,"JOL Version B","CIRCLE","ROUND","Study1","S",3809,"100",9017,"round",100,100
"985845",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",7159,"1",8050,"shrink",16.666666666667,0
"w10009467",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",2927,"100",2080,"",0,0
"w10011296",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",15399,"54",3695,"Attire",100,100
"w10019534_SRB",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",4812,"47",7424,"shirt",36.363636363636,0
"w10025409_jnl",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",3707,"70",9517,"Guess",18.181818181818,0
"w1005029AW",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",4379,"50",3374,"wear",20,0
"w10052270",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",18011,"100",13686,"attire",100,100
"w505802",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",3898,"50",1309,"",0,0
"w922239",6,"JOL Version B","CLOTHES","ATTIRE","Study1","B",4804,"15",11930,"pants",36.363636363636,0
"985845",6,"JOL Version B","CREDIT","CARD","Study1","F",3152,"30",3023,"card",100,100
"w10009467",6,"JOL Version B","CREDIT","CARD","Study1","F",2764,"100",2529,"",0,0
"w10011296",6,"JOL Version B","CREDIT","CARD","Study1","F",9064,"65",1960,"Card",100,100
"w10019534_SRB",6,"JOL Version B","CREDIT","CARD","Study1","F",4125,"94",2133,"card",100,100
"w10025409_jnl",6,"JOL Version B","CREDIT","CARD","Study1","F",5989,"90",2717,"Card",100,100
"w1005029AW",6,"JOL Version B","CREDIT","CARD","Study1","F",6400,"99",3022,"card",100,100
"w10052270",6,"JOL Version B","CREDIT","CARD","Study1","F",7782,"23",2320,"card",100,100
"w505802",6,"JOL Version B","CREDIT","CARD","Study1","F",2802,"100",4164,"card",100,100
"w922239",6,"JOL Version B","CREDIT","CARD","Study1","F",3402,"100",12515,"card",100,100
"985845",6,"JOL Version B","DARK","CAVE","Study1","B",3943,"50",5449,"night",0,0
"w10009467",6,"JOL Version B","DARK","CAVE","Study1","B",2729,"100",2289,"",0,0
"w10011296",6,"JOL Version B","DARK","CAVE","Study1","B",13069,"70",2163,"Cave",100,100
"w10019534_SRB",6,"JOL Version B","DARK","CAVE","Study1","B",33522,"83",3969,"cave",100,100
"w10025409_jnl",6,"JOL Version B","DARK","CAVE","Study1","B",2379,"30",4217,"Guess",22.222222222222,0
"w1005029AW",6,"JOL Version B","DARK","CAVE","Study1","B",3074,"40",5752,"light",0,0
"w10052270",6,"JOL Version B","DARK","CAVE","Study1","B",2498,"21",9703,"light",0,0
"w505802",6,"JOL Version B","DARK","CAVE","Study1","B",2924,"100",2152,"",0,0
"w922239",6,"JOL Version B","DARK","CAVE","Study1","B",9641,"100",12657,"cave",100,100
"985845",6,"JOL Version B","DEATH","BUSINESS","Study1","U",14267,"0",4020,"past",16.666666666667,0
"w10009467",6,"JOL Version B","DEATH","BUSINESS","Study1","U",2595,"0",3922,"",0,0
"w10011296",6,"JOL Version B","DEATH","BUSINESS","Study1","U",13768,"45",6137,"Business",100,100
"w10019534_SRB",6,"JOL Version B","DEATH","BUSINESS","Study1","U",5630,"2",2782,"",0,0
"w10025409_jnl",6,"JOL Version B","DEATH","BUSINESS","Study1","U",5478,"1",3583,"Guess",61.538461538462,0
"w1005029AW",6,"JOL Version B","DEATH","BUSINESS","Study1","U",1395,"0",3587,"coffin",28.571428571429,0
"w10052270",6,"JOL Version B","DEATH","BUSINESS","Study1","U",14819,"74",4398,"coffin",28.571428571429,0
"w505802",6,"JOL Version B","DEATH","BUSINESS","Study1","U",2791,"0",4087,"coffin",28.571428571429,0
"w922239",6,"JOL Version B","DEATH","BUSINESS","Study1","U",3387,"0",17864,"grave",15.384615384615,0
"985845",6,"JOL Version B","DEBATE","SIGHT","Study1","U",4012,"0",7805,"trial",20,0
"w10009467",6,"JOL Version B","DEBATE","SIGHT","Study1","U",2542,"0",5586,"Sight",100,100
"w10011296",6,"JOL Version B","DEBATE","SIGHT","Study1","U",37060,"45",3331,"Sight",100,100
"w10019534_SRB",6,"JOL Version B","DEBATE","SIGHT","Study1","U",3854,"10",3966,"argue",20,0
"w10025409_jnl",6,"JOL Version B","DEBATE","SIGHT","Study1","U",2636,"1",3797,"Guess",20,0
